variant,model,id,gold,prediction,confidence,correct,raw
independent_recheck,gpt-5.6-luna,banking-022,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,98,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":98}"
anchored_scale,gpt-5.6-luna,banking-092,disposable_card_limits,disposable_card_limits,99,1,"{""label"":""disposable_card_limits"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-227,wrong_amount_of_cash_received,declined_cash_withdrawal,96,0,"{""label"":""declined_cash_withdrawal"",""confidence"":96}"
evidence_balance,gpt-5.6-luna,banking-098,exchange_charge,exchange_charge,96,1,"{""label"":""exchange_charge"",""confidence"":96}"
top_two_mass,gpt-5.6-luna,banking-139,pending_card_payment,pending_card_payment,98,1,"{""label"":""pending_card_payment"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-050,card_payment_fee_charged,card_payment_fee_charged,55,1,"{""label"":""card_payment_fee_charged"",""confidence"":55}"
proper_score,gpt-5.6-luna,banking-112,fiat_currency_support,fiat_currency_support,99,1,"{""label"":""fiat_currency_support"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-029,cancel_transfer,cancel_transfer,99,1,"{""label"":""cancel_transfer"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-178,top_up_failed,top_up_failed,96,1,"{""label"":""top_up_failed"",""confidence"":96}"
top_two_mass,gpt-5.6-luna,banking-079,declined_card_payment,declined_card_payment,94,1,"{""label"":""declined_card_payment"",""confidence"":94}"
top_two_mass,gpt-5.6-luna,banking-169,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,97,1,"{""label"":""top_up_by_bank_transfer_charge"",""confidence"":97}"
anchored_scale,gpt-5.6-luna,banking-004,activate_my_card,activate_my_card,99,1,"{""label"":""activate_my_card"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-191,transaction_charged_twice,transaction_charged_twice,62,1,"{""label"":""transaction_charged_twice"",""confidence"":62}"
top_two_mass,gpt-5.6-luna,banking-094,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-002,Refund_not_showing_up,Refund_not_showing_up,98,1,"{""label"":""Refund_not_showing_up"",""confidence"":98}"
evidence_balance,gpt-5.6-luna,banking-209,verify_my_identity,verify_my_identity,98,1,"{""label"":""verify_my_identity"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-029,cancel_transfer,cancel_transfer,99,1,"{""label"":""cancel_transfer"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-181,top_up_limits,top_up_limits,99,1,"{""label"":""top_up_limits"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-005,activate_my_card,activate_my_card,99,1,"{""label"":""activate_my_card"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-089,direct_debit_payment_not_recognised,request_refund,97,0,"{""label"":""request_refund"",""confidence"":97}"
anchored_scale,gpt-5.6-luna,banking-217,virtual_card_not_working,virtual_card_not_working,98,1,"{""label"":""virtual_card_not_working"",""confidence"":98}"
independent_recheck,gpt-5.6-luna,banking-139,pending_card_payment,pending_card_payment,99,1,"{""label"":""pending_card_payment"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-101,exchange_rate,exchange_rate,99,1,"{""label"":""exchange_rate"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-119,get_physical_card,change_pin,96,0,"{""label"":""change_pin"",""confidence"":96}"
anchored_scale,gpt-5.6-luna,banking-154,receiving_money,receiving_money,99,1,"{""label"":""receiving_money"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-151,pin_blocked,pin_blocked,99,1,"{""label"":""pin_blocked"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-137,passcode_forgotten,passcode_forgotten,100,1,"{""label"":""passcode_forgotten"",""confidence"":100}"
evidence_balance,gpt-5.6-luna,banking-140,pending_card_payment,pending_card_payment,99,1,"{""label"":""pending_card_payment"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-124,getting_virtual_card,getting_virtual_card,98,1,"{""label"":""getting_virtual_card"",""confidence"":98}"
anchored_scale,gpt-5.6-luna,banking-025,beneficiary_not_allowed,failed_transfer,96,0,"{""label"":""failed_transfer"",""confidence"":96}"
anchored_scale,gpt-5.6-luna,banking-170,top_up_by_bank_transfer_charge,transfer_fee_charged,96,0,"{""label"":""transfer_fee_charged"",""confidence"":96}"
top_two_mass,gpt-5.6-luna,banking-181,top_up_limits,top_up_limits,99,1,"{""label"":""top_up_limits"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-182,top_up_limits,top_up_limits,98,1,"{""label"":""top_up_limits"",""confidence"":98}"
independent_recheck,gpt-5.6-luna,banking-010,apple_pay_or_google_pay,apple_pay_or_google_pay,92,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":92}"
evidence_balance,gpt-5.6-luna,banking-116,get_disposable_virtual_card,get_disposable_virtual_card,99,1,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-106,extra_charge_on_statement,extra_charge_on_statement,98,1,"{""label"":""extra_charge_on_statement"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-176,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-179,top_up_failed,top_up_failed,96,1,"{""label"":""top_up_failed"",""confidence"":96}"
evidence_balance,gpt-5.6-luna,banking-131,lost_or_stolen_phone,lost_or_stolen_phone,99,1,"{""label"":""lost_or_stolen_phone"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-035,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-124,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-196,transfer_into_account,transfer_into_account,99,1,"{""label"":""transfer_into_account"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-130,lost_or_stolen_phone,lost_or_stolen_phone,100,1,"{""label"":""lost_or_stolen_phone"",""confidence"":100}"
anchored_scale,gpt-5.6-luna,banking-215,verify_top_up,verify_top_up,99,1,"{""label"":""verify_top_up"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-121,getting_spare_card,getting_spare_card,96,1,"{""label"":""getting_spare_card"",""confidence"":96}"
independent_recheck,gpt-5.6-luna,banking-110,failed_transfer,transfer_timing,18,0,"{""label"":""transfer_timing"",""confidence"":18}"
independent_recheck,gpt-5.6-luna,banking-095,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-145,pending_top_up,pending_top_up,99,1,"{""label"":""pending_top_up"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-181,top_up_limits,top_up_limits,100,1,"{""label"":""top_up_limits"",""confidence"":100}"
proper_score,gpt-5.6-luna,banking-014,atm_support,atm_support,99,1,"{""label"":""atm_support"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-032,card_about_to_expire,card_about_to_expire,99,1,"{""label"":""card_about_to_expire"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-154,receiving_money,receiving_money,99,1,"{""label"":""receiving_money"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-047,card_not_working,card_not_working,96,1,"{""label"":""card_not_working"",""confidence"":96}"
anchored_scale,gpt-5.6-luna,banking-059,card_swallowed,card_swallowed,99,1,"{""label"":""card_swallowed"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-133,order_physical_card,country_support,96,0,"{""label"":""country_support"",""confidence"":96}"
proper_score,gpt-5.6-luna,banking-050,card_payment_fee_charged,card_payment_fee_charged,58,1,"{""label"":""card_payment_fee_charged"",""confidence"":58}"
anchored_scale,gpt-5.6-luna,banking-052,card_payment_not_recognised,card_payment_not_recognised,85,1,"{""label"":""card_payment_not_recognised"",""confidence"":85}"
proper_score,gpt-5.6-luna,banking-007,age_limit,age_limit,99,1,"{""label"":""age_limit"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-134,order_physical_card,card_arrival,63,0,"{""label"":""card_arrival"",""confidence"":63}"
proper_score,gpt-5.6-luna,banking-178,top_up_failed,top_up_failed,97,1,"{""label"":""top_up_failed"",""confidence"":97}"
anchored_scale,gpt-5.6-luna,banking-209,verify_my_identity,verify_my_identity,99,1,"{""label"":""verify_my_identity"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-031,card_about_to_expire,card_about_to_expire,99,1,"{""label"":""card_about_to_expire"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-056,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-109,failed_transfer,failed_transfer,86,1,"{""label"":""failed_transfer"",""confidence"":86}"
independent_recheck,gpt-5.6-luna,banking-164,supported_cards_and_currencies,supported_cards_and_currencies,99,1,"{""label"":""supported_cards_and_currencies"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-065,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,99,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-023,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,98,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-067,change_pin,change_pin,98,1,"{""label"":""change_pin"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-151,pin_blocked,pin_blocked,99,1,"{""label"":""pin_blocked"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-221,visa_or_mastercard,visa_or_mastercard,99,1,"{""label"":""visa_or_mastercard"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-062,cash_withdrawal_charge,cash_withdrawal_charge,99,1,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-076,country_support,country_support,99,1,"{""label"":""country_support"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-122,getting_spare_card,getting_spare_card,99,1,"{""label"":""getting_spare_card"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-082,declined_cash_withdrawal,declined_cash_withdrawal,99,1,"{""label"":""declined_cash_withdrawal"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-038,card_arrival,card_arrival,91,1,"{""label"":""card_arrival"",""confidence"":91}"
top_two_mass,gpt-5.6-luna,banking-226,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-058,card_swallowed,card_swallowed,99,1,"{""label"":""card_swallowed"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-212,verify_source_of_funds,verify_source_of_funds,92,1,"{""label"":""verify_source_of_funds"",""confidence"":92}"
proper_score,gpt-5.6-luna,banking-206,unable_to_verify_identity,unable_to_verify_identity,99,1,"{""label"":""unable_to_verify_identity"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-118,get_physical_card,change_pin,96,0,"{""label"":""change_pin"",""confidence"":96}"
top_two_mass,gpt-5.6-luna,banking-164,supported_cards_and_currencies,supported_cards_and_currencies,99,1,"{""label"":""supported_cards_and_currencies"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-121,getting_spare_card,getting_spare_card,92,1,"{""label"":""getting_spare_card"",""confidence"":92}"
independent_recheck,gpt-5.6-luna,banking-059,card_swallowed,card_swallowed,99,1,"{""label"":""card_swallowed"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-167,terminate_account,terminate_account,100,1,"{""label"":""terminate_account"",""confidence"":100}"
proper_score,gpt-5.6-luna,banking-092,disposable_card_limits,disposable_card_limits,99,1,"{""label"":""disposable_card_limits"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-029,cancel_transfer,cancel_transfer,100,1,"{""label"":""cancel_transfer"",""confidence"":100}"
anchored_scale,gpt-5.6-luna,banking-053,card_payment_not_recognised,card_payment_not_recognised,88,1,"{""label"":""card_payment_not_recognised"",""confidence"":88}"
independent_recheck,gpt-5.6-luna,banking-070,compromised_card,card_payment_not_recognised,98,0,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
independent_recheck,gpt-5.6-luna,banking-035,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
evidence_balance,gpt-5.6-luna,banking-197,transfer_into_account,transfer_into_account,88,1,"{""label"":""transfer_into_account"",""confidence"":88}"
top_two_mass,gpt-5.6-luna,banking-178,top_up_failed,top_up_failed,96,1,"{""label"":""top_up_failed"",""confidence"":96}"
evidence_balance,gpt-5.6-luna,banking-013,atm_support,atm_support,99,1,"{""label"":""atm_support"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-109,failed_transfer,failed_transfer,62,1,"{""label"":""failed_transfer"",""confidence"":62}"
anchored_scale,gpt-5.6-luna,banking-205,unable_to_verify_identity,unable_to_verify_identity,99,1,"{""label"":""unable_to_verify_identity"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-071,compromised_card,card_payment_not_recognised,98,0,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-074,contactless_not_working,contactless_not_working,91,1,"{""label"":""contactless_not_working"",""confidence"":91}"
anchored_scale,gpt-5.6-luna,banking-086,declined_transfer,declined_card_payment,99,0,"{""label"":""declined_card_payment"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-061,cash_withdrawal_charge,cash_withdrawal_charge,99,1,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-202,transfer_timing,transfer_timing,98,1,"{""label"":""transfer_timing"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-214,verify_top_up,verify_top_up,98,1,"{""label"":""verify_top_up"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-055,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-037,card_arrival,card_arrival,96,1,"{""label"":""card_arrival"",""confidence"":96}"
top_two_mass,gpt-5.6-luna,banking-161,reverted_card_payment?,reverted_card_payment?,98,1,"{""label"":""reverted_card_payment?"",""confidence"":98}"
anchored_scale,gpt-5.6-luna,banking-001,Refund_not_showing_up,Refund_not_showing_up,99,1,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-049,card_payment_fee_charged,top_up_by_card_charge,82,0,"{""label"":""top_up_by_card_charge"",""confidence"":82}"
independent_recheck,gpt-5.6-luna,banking-157,request_refund,request_refund,97,1,"{""label"":""request_refund"",""confidence"":97}"
evidence_balance,gpt-5.6-luna,banking-208,verify_my_identity,verify_my_identity,98,1,"{""label"":""verify_my_identity"",""confidence"":98}"
anchored_scale,gpt-5.6-luna,banking-088,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,100,1,"{""label"":""direct_debit_payment_not_recognised"",""confidence"":100}"
independent_recheck,gpt-5.6-luna,banking-191,transaction_charged_twice,transaction_charged_twice,76,1,"{""label"":""transaction_charged_twice"",""confidence"":76}"
independent_recheck,gpt-5.6-luna,banking-044,card_linking,card_linking,92,1,"{""label"":""card_linking"",""confidence"":92}"
evidence_balance,gpt-5.6-luna,banking-122,getting_spare_card,getting_spare_card,99,1,"{""label"":""getting_spare_card"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-077,country_support,country_support,99,1,"{""label"":""country_support"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-125,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-062,cash_withdrawal_charge,cash_withdrawal_charge,99,1,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-103,exchange_via_app,exchange_via_app,95,1,"{""label"":""exchange_via_app"",""confidence"":95}"
proper_score,gpt-5.6-luna,banking-148,pending_transfer,pending_transfer,99,1,"{""label"":""pending_transfer"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-155,receiving_money,verify_source_of_funds,62,0,"{""label"":""verify_source_of_funds"",""confidence"":62}"
independent_recheck,gpt-5.6-luna,banking-190,transaction_charged_twice,transaction_charged_twice,99,1,"{""label"":""transaction_charged_twice"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-034,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
anchored_scale,gpt-5.6-luna,banking-208,verify_my_identity,verify_my_identity,99,1,"{""label"":""verify_my_identity"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-106,extra_charge_on_statement,extra_charge_on_statement,96,1,"{""label"":""extra_charge_on_statement"",""confidence"":96}"
anchored_scale,gpt-5.6-luna,banking-094,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-160,reverted_card_payment?,reverted_card_payment?,99,1,"{""label"":""reverted_card_payment?"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-085,declined_transfer,declined_cash_withdrawal,55,0,"{""label"":""declined_cash_withdrawal"",""confidence"":55}"
anchored_scale,gpt-5.6-luna,banking-080,declined_card_payment,declined_card_payment,98,1,"{""label"":""declined_card_payment"",""confidence"":98}"
evidence_balance,gpt-5.6-luna,banking-136,passcode_forgotten,passcode_forgotten,99,1,"{""label"":""passcode_forgotten"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-128,lost_or_stolen_card,card_arrival,55,0,"{""label"":""card_arrival"",""confidence"":55}"
independent_recheck,gpt-5.6-luna,banking-076,country_support,country_support,99,1,"{""label"":""country_support"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-163,supported_cards_and_currencies,supported_cards_and_currencies,98,1,"{""label"":""supported_cards_and_currencies"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-035,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
anchored_scale,gpt-5.6-luna,banking-151,pin_blocked,pin_blocked,99,1,"{""label"":""pin_blocked"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-187,topping_up_by_card,top_up_reverted,82,0,"{""label"":""top_up_reverted"",""confidence"":82}"
proper_score,gpt-5.6-luna,banking-059,card_swallowed,card_swallowed,99,1,"{""label"":""card_swallowed"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-047,card_not_working,card_not_working,98,1,"{""label"":""card_not_working"",""confidence"":98}"
evidence_balance,gpt-5.6-luna,banking-016,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-083,declined_cash_withdrawal,declined_cash_withdrawal,98,1,"{""label"":""declined_cash_withdrawal"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-103,exchange_via_app,fiat_currency_support,72,0,"{""label"":""fiat_currency_support"",""confidence"":72}"
independent_recheck,gpt-5.6-luna,banking-179,top_up_failed,top_up_failed,96,1,"{""label"":""top_up_failed"",""confidence"":96}"
anchored_scale,gpt-5.6-luna,banking-137,passcode_forgotten,passcode_forgotten,100,1,"{""label"":""passcode_forgotten"",""confidence"":100}"
independent_recheck,gpt-5.6-luna,banking-106,extra_charge_on_statement,extra_charge_on_statement,98,1,"{""label"":""extra_charge_on_statement"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-017,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-193,transfer_fee_charged,transfer_fee_charged,99,1,"{""label"":""transfer_fee_charged"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-070,compromised_card,card_payment_not_recognised,96,0,"{""label"":""card_payment_not_recognised"",""confidence"":96}"
independent_recheck,gpt-5.6-luna,banking-112,fiat_currency_support,fiat_currency_support,99,1,"{""label"":""fiat_currency_support"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-050,card_payment_fee_charged,card_payment_fee_charged,78,1,"{""label"":""card_payment_fee_charged"",""confidence"":78}"
evidence_balance,gpt-5.6-luna,banking-025,beneficiary_not_allowed,failed_transfer,93,0,"{""label"":""failed_transfer"",""confidence"":93}"
top_two_mass,gpt-5.6-luna,banking-058,card_swallowed,card_swallowed,99,1,"{""label"":""card_swallowed"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-218,virtual_card_not_working,virtual_card_not_working,99,1,"{""label"":""virtual_card_not_working"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-067,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-088,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,99,1,"{""label"":""direct_debit_payment_not_recognised"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-142,pending_cash_withdrawal,pending_cash_withdrawal,99,1,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-169,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,98,1,"{""label"":""top_up_by_bank_transfer_charge"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-032,card_about_to_expire,card_about_to_expire,99,1,"{""label"":""card_about_to_expire"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-158,request_refund,request_refund,98,1,"{""label"":""request_refund"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-083,declined_cash_withdrawal,declined_cash_withdrawal,98,1,"{""label"":""declined_cash_withdrawal"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-055,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-086,declined_transfer,declined_card_payment,99,0,"{""label"":""declined_card_payment"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-121,getting_spare_card,getting_spare_card,96,1,"{""label"":""getting_spare_card"",""confidence"":96}"
anchored_scale,gpt-5.6-luna,banking-019,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,99,1,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-184,top_up_reverted,top_up_reverted,94,1,"{""label"":""top_up_reverted"",""confidence"":94}"
independent_recheck,gpt-5.6-luna,banking-221,visa_or_mastercard,visa_or_mastercard,99,1,"{""label"":""visa_or_mastercard"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-023,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,98,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":98}"
top_two_mass,gpt-5.6-luna,banking-086,declined_transfer,declined_card_payment,98,0,"{""label"":""declined_card_payment"",""confidence"":98}"
proper_score,gpt-5.6-luna,banking-115,get_disposable_virtual_card,get_disposable_virtual_card,68,1,"{""label"":""get_disposable_virtual_card"",""confidence"":68}"
independent_recheck,gpt-5.6-luna,banking-169,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,98,1,"{""label"":""top_up_by_bank_transfer_charge"",""confidence"":98}"
anchored_scale,gpt-5.6-luna,banking-035,card_acceptance,card_acceptance,99,1,"{""label"":""card_acceptance"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-050,card_payment_fee_charged,card_payment_fee_charged,68,1,"{""label"":""card_payment_fee_charged"",""confidence"":68}"
evidence_balance,gpt-5.6-luna,banking-175,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-193,transfer_fee_charged,transfer_fee_charged,99,1,"{""label"":""transfer_fee_charged"",""confidence"":99}"
anchored_scale,gpt-5.6-luna,banking-136,passcode_forgotten,passcode_forgotten,100,1,"{""label"":""passcode_forgotten"",""confidence"":100}"
proper_score,gpt-5.6-luna,banking-136,passcode_forgotten,passcode_forgotten,99,1,"{""label"":""passcode_forgotten"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-041,card_delivery_estimate,card_arrival,86,0,"{""label"":""card_arrival"",""confidence"":86}"
evidence_balance,gpt-5.6-luna,banking-130,lost_or_stolen_phone,lost_or_stolen_phone,100,1,"{""label"":""lost_or_stolen_phone"",""confidence"":100}"
top_two_mass,gpt-5.6-luna,banking-194,transfer_fee_charged,transfer_fee_charged,82,1,"{""label"":""transfer_fee_charged"",""confidence"":82}"
anchored_scale,gpt-5.6-luna,banking-128,lost_or_stolen_card,card_arrival,85,0,"{""label"":""card_arrival"",""confidence"":85}"
independent_recheck,gpt-5.6-luna,banking-082,declined_cash_withdrawal,declined_cash_withdrawal,99,1,"{""label"":""declined_cash_withdrawal"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-143,pending_cash_withdrawal,pending_cash_withdrawal,99,1,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-017,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-026,beneficiary_not_allowed,beneficiary_not_allowed,96,1,"{""label"":""beneficiary_not_allowed"",""confidence"":96}"
independent_recheck,gpt-5.6-luna,banking-172,top_up_by_card_charge,top_up_by_card_charge,96,1,"{""label"":""top_up_by_card_charge"",""confidence"":96}"
evidence_balance,gpt-5.6-luna,banking-022,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,96,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":96}"
evidence_balance,gpt-5.6-luna,banking-017,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
evidence_balance,gpt-5.6-luna,banking-224,why_verify_identity,why_verify_identity,99,1,"{""label"":""why_verify_identity"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-167,terminate_account,terminate_account,99,1,"{""label"":""terminate_account"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-193,transfer_fee_charged,transfer_fee_charged,99,1,"{""label"":""transfer_fee_charged"",""confidence"":99}"
top_two_mass,gpt-5.6-luna,banking-020,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,90,1,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":90}"
anchored_scale,gpt-5.6-luna,banking-026,beneficiary_not_allowed,beneficiary_not_allowed,96,1,"{""label"":""beneficiary_not_allowed"",""confidence"":96}"
proper_score,gpt-5.6-luna,banking-049,card_payment_fee_charged,top_up_by_card_charge,55,0,"{""label"":""top_up_by_card_charge"",""confidence"":55}"
anchored_scale,gpt-5.6-luna,banking-125,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
independent_recheck,gpt-5.6-luna,banking-215,verify_top_up,verify_top_up,97,1,"{""label"":""verify_top_up"",""confidence"":97}"
proper_score,gpt-5.6-luna,banking-034,card_acceptance,card_acceptance,99,1,"{""label"":""card_acceptance"",""confidence"":99}"
proper_score,gpt-5.6-luna,banking-188,topping_up_by_card,topping_up_by_card,72,1,"{""label"":""topping_up_by_card"",""confidence"":72}"
