variant,model,id,gold,prediction,confidence,correct,raw
frequency_calibrated,gpt-5.6-luna,banking-342,card_not_working,card_not_working,98,1,"{""label"":""card_not_working"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-654,top_up_limits,top_up_limits,99,1,"{""label"":""top_up_limits"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-383,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,99,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-040,card_delivery_estimate,card_delivery_estimate,96,1,"{""label"":""card_delivery_estimate"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-403,contactless_not_working,apple_pay_or_google_pay,18,0,"{""label"":""apple_pay_or_google_pay"",""confidence"":18}"
uncertainty_ok,gpt-5.6-luna,banking-678,transaction_charged_twice,transaction_charged_twice,98,1,"{""label"":""transaction_charged_twice"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-498,get_disposable_virtual_card,get_disposable_virtual_card,99,1,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-052,card_payment_not_recognised,card_payment_not_recognised,72,1,"{""label"":""card_payment_not_recognised"",""confidence"":72}"
frequency_calibrated,gpt-5.6-luna,banking-135,order_physical_card,get_physical_card,91,0,"{""label"":""get_physical_card"",""confidence"":91}"
frequency_calibrated,gpt-5.6-luna,banking-490,failed_transfer,failed_transfer,88,1,"{""label"":""failed_transfer"",""confidence"":88}"
strongest_alternative,gpt-5.6-luna,banking-199,transfer_not_received_by_recipient,transfer_not_received_by_recipient,98,1,"{""label"":""transfer_not_received_by_recipient"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-400,contactless_not_working,contactless_not_working,99,1,"{""label"":""contactless_not_working"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-258,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-090,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,99,1,"{""label"":""direct_debit_payment_not_recognised"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-736,virtual_card_not_working,disposable_card_limits,96,0,"{""label"":""disposable_card_limits"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-093,disposable_card_limits,disposable_card_limits,99,1,"{""label"":""disposable_card_limits"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-551,passcode_forgotten,passcode_forgotten,99,1,"{""label"":""passcode_forgotten"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-311,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-602,request_refund,request_refund,98,1,"{""label"":""request_refund"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-129,lost_or_stolen_card,lost_or_stolen_card,100,1,"{""label"":""lost_or_stolen_card"",""confidence"":100}"
strongest_alternative,gpt-5.6-luna,banking-215,verify_top_up,verify_top_up,96,1,"{""label"":""verify_top_up"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-619,terminate_account,terminate_account,100,1,"{""label"":""terminate_account"",""confidence"":100}"
frequency_calibrated,gpt-5.6-luna,banking-717,verify_my_identity,verify_my_identity,96,1,"{""label"":""verify_my_identity"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-723,verify_source_of_funds,verify_source_of_funds,99,1,"{""label"":""verify_source_of_funds"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-126,getting_virtual_card,getting_virtual_card,94,1,"{""label"":""getting_virtual_card"",""confidence"":94}"
uncertainty_ok,gpt-5.6-luna,banking-087,declined_transfer,declined_transfer,98,1,"{""label"":""declined_transfer"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-381,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,97,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":97}"
uncertainty_ok,gpt-5.6-luna,banking-459,exchange_charge,exchange_charge,99,1,"{""label"":""exchange_charge"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-107,extra_charge_on_statement,extra_charge_on_statement,98,1,"{""label"":""extra_charge_on_statement"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-200,transfer_not_received_by_recipient,pending_transfer,35,0,"{""label"":""pending_transfer"",""confidence"":35}"
strongest_alternative,gpt-5.6-luna,banking-763,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-680,transfer_fee_charged,transfer_fee_charged,96,1,"{""label"":""transfer_fee_charged"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-158,request_refund,request_refund,98,1,"{""label"":""request_refund"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-609,reverted_card_payment?,reverted_card_payment?,92,1,"{""label"":""reverted_card_payment?"",""confidence"":92}"
frequency_calibrated,gpt-5.6-luna,banking-560,pending_card_payment,pending_card_payment,98,1,"{""label"":""pending_card_payment"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-124,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-546,order_physical_card,get_physical_card,95,0,"{""label"":""get_physical_card"",""confidence"":95}"
strongest_alternative,gpt-5.6-luna,banking-568,pending_top_up,balance_not_updated_after_bank_transfer,38,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":38}"
frequency_calibrated,gpt-5.6-luna,banking-756,why_verify_identity,why_verify_identity,99,1,"{""label"":""why_verify_identity"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-693,transfer_into_account,transfer_into_account,99,1,"{""label"":""transfer_into_account"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-556,pending_card_payment,pending_card_payment,98,1,"{""label"":""pending_card_payment"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-100,exchange_rate,exchange_rate,96,1,"{""label"":""exchange_rate"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-412,country_support,country_support,99,1,"{""label"":""country_support"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-288,beneficiary_not_allowed,failed_transfer,98,0,"{""label"":""failed_transfer"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-439,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,58,1,"{""label"":""direct_debit_payment_not_recognised"",""confidence"":58}"
frequency_calibrated,gpt-5.6-luna,banking-613,supported_cards_and_currencies,supported_cards_and_currencies,99,1,"{""label"":""supported_cards_and_currencies"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-462,exchange_charge,exchange_charge,99,1,"{""label"":""exchange_charge"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-157,request_refund,request_refund,91,1,"{""label"":""request_refund"",""confidence"":91}"
strongest_alternative,gpt-5.6-luna,banking-467,exchange_rate,exchange_rate,91,1,"{""label"":""exchange_rate"",""confidence"":91}"
frequency_calibrated,gpt-5.6-luna,banking-124,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-677,transaction_charged_twice,transaction_charged_twice,99,1,"{""label"":""transaction_charged_twice"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-154,receiving_money,receiving_money,98,1,"{""label"":""receiving_money"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-613,supported_cards_and_currencies,supported_cards_and_currencies,99,1,"{""label"":""supported_cards_and_currencies"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-681,transfer_fee_charged,transfer_fee_charged,99,1,"{""label"":""transfer_fee_charged"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-187,topping_up_by_card,top_up_reverted,91,0,"{""label"":""top_up_reverted"",""confidence"":91}"
strongest_alternative,gpt-5.6-luna,banking-270,automatic_top_up,automatic_top_up,98,1,"{""label"":""automatic_top_up"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-211,verify_source_of_funds,verify_source_of_funds,99,1,"{""label"":""verify_source_of_funds"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-296,cancel_transfer,cancel_transfer,99,1,"{""label"":""cancel_transfer"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-080,declined_card_payment,declined_card_payment,98,1,"{""label"":""declined_card_payment"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-313,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-558,pending_card_payment,pending_card_payment,82,1,"{""label"":""pending_card_payment"",""confidence"":82}"
uncertainty_ok,gpt-5.6-luna,banking-079,declined_card_payment,declined_card_payment,96,1,"{""label"":""declined_card_payment"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-242,activate_my_card,activate_my_card,100,1,"{""label"":""activate_my_card"",""confidence"":100}"
strongest_alternative,gpt-5.6-luna,banking-421,declined_cash_withdrawal,declined_cash_withdrawal,93,1,"{""label"":""declined_cash_withdrawal"",""confidence"":93}"
frequency_calibrated,gpt-5.6-luna,banking-069,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-155,receiving_money,verify_source_of_funds,78,0,"{""label"":""verify_source_of_funds"",""confidence"":78}"
frequency_calibrated,gpt-5.6-luna,banking-652,top_up_limits,top_up_limits,99,1,"{""label"":""top_up_limits"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-739,virtual_card_not_working,virtual_card_not_working,99,1,"{""label"":""virtual_card_not_working"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-297,cancel_transfer,cancel_transfer,78,1,"{""label"":""cancel_transfer"",""confidence"":78}"
strongest_alternative,gpt-5.6-luna,banking-701,transfer_timing,transfer_timing,96,1,"{""label"":""transfer_timing"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-238,Refund_not_showing_up,Refund_not_showing_up,99,1,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-633,top_up_by_card_charge,top_up_by_card_charge,84,1,"{""label"":""top_up_by_card_charge"",""confidence"":84}"
uncertainty_ok,gpt-5.6-luna,banking-193,transfer_fee_charged,transfer_fee_charged,98,1,"{""label"":""transfer_fee_charged"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-567,pending_cash_withdrawal,pending_cash_withdrawal,98,1,"{""label"":""pending_cash_withdrawal"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-662,top_up_reverted,top_up_reverted,96,1,"{""label"":""top_up_reverted"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-368,card_swallowed,card_swallowed,100,1,"{""label"":""card_swallowed"",""confidence"":100}"
strongest_alternative,gpt-5.6-luna,banking-175,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,98,1,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-050,card_payment_fee_charged,card_payment_fee_charged,62,1,"{""label"":""card_payment_fee_charged"",""confidence"":62}"
strongest_alternative,gpt-5.6-luna,banking-475,exchange_via_app,exchange_via_app,97,1,"{""label"":""exchange_via_app"",""confidence"":97}"
uncertainty_ok,gpt-5.6-luna,banking-474,exchange_via_app,exchange_via_app,55,1,"{""label"":""exchange_via_app"",""confidence"":55}"
uncertainty_ok,gpt-5.6-luna,banking-234,Refund_not_showing_up,Refund_not_showing_up,99,1,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-326,card_delivery_estimate,card_delivery_estimate,96,1,"{""label"":""card_delivery_estimate"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-387,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-762,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-054,card_payment_not_recognised,card_payment_not_recognised,96,1,"{""label"":""card_payment_not_recognised"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-155,receiving_money,verify_source_of_funds,54,0,"{""label"":""verify_source_of_funds"",""confidence"":54}"
strongest_alternative,gpt-5.6-luna,banking-273,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-508,get_physical_card,change_pin,62,0,"{""label"":""change_pin"",""confidence"":62}"
frequency_calibrated,gpt-5.6-luna,banking-096,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-376,cash_withdrawal_charge,cash_withdrawal_charge,98,1,"{""label"":""cash_withdrawal_charge"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-004,activate_my_card,activate_my_card,99,1,"{""label"":""activate_my_card"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-558,pending_card_payment,pending_card_payment,78,1,"{""label"":""pending_card_payment"",""confidence"":78}"
frequency_calibrated,gpt-5.6-luna,banking-388,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-509,get_physical_card,change_pin,82,0,"{""label"":""change_pin"",""confidence"":82}"
strongest_alternative,gpt-5.6-luna,banking-740,virtual_card_not_working,virtual_card_not_working,93,1,"{""label"":""virtual_card_not_working"",""confidence"":93}"
strongest_alternative,gpt-5.6-luna,banking-667,topping_up_by_card,receiving_money,91,0,"{""label"":""receiving_money"",""confidence"":91}"
frequency_calibrated,gpt-5.6-luna,banking-101,exchange_rate,exchange_rate,99,1,"{""label"":""exchange_rate"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-410,country_support,country_support,99,1,"{""label"":""country_support"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-623,terminate_account,terminate_account,100,1,"{""label"":""terminate_account"",""confidence"":100}"
frequency_calibrated,gpt-5.6-luna,banking-716,verify_my_identity,verify_my_identity,98,1,"{""label"":""verify_my_identity"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-542,order_physical_card,get_physical_card,88,0,"{""label"":""get_physical_card"",""confidence"":88}"
strongest_alternative,gpt-5.6-luna,banking-753,why_verify_identity,why_verify_identity,98,1,"{""label"":""why_verify_identity"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-393,compromised_card,compromised_card,96,1,"{""label"":""compromised_card"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-133,order_physical_card,country_support,96,0,"{""label"":""country_support"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-587,pin_blocked,pin_blocked,99,1,"{""label"":""pin_blocked"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-068,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-518,getting_spare_card,getting_spare_card,94,1,"{""label"":""getting_spare_card"",""confidence"":94}"
frequency_calibrated,gpt-5.6-luna,banking-312,card_acceptance,card_acceptance,99,1,"{""label"":""card_acceptance"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-645,top_up_failed,top_up_failed,99,1,"{""label"":""top_up_failed"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-134,order_physical_card,country_support,62,0,"{""label"":""country_support"",""confidence"":62}"
strongest_alternative,gpt-5.6-luna,banking-266,atm_support,atm_support,99,1,"{""label"":""atm_support"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-014,atm_support,atm_support,99,1,"{""label"":""atm_support"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-323,card_delivery_estimate,card_arrival,54,0,"{""label"":""card_arrival"",""confidence"":54}"
uncertainty_ok,gpt-5.6-luna,banking-126,getting_virtual_card,getting_virtual_card,91,1,"{""label"":""getting_virtual_card"",""confidence"":91}"
frequency_calibrated,gpt-5.6-luna,banking-337,card_not_working,card_not_working,98,1,"{""label"":""card_not_working"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-097,exchange_charge,exchange_charge,98,1,"{""label"":""exchange_charge"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-378,cash_withdrawal_charge,cash_withdrawal_charge,88,1,"{""label"":""cash_withdrawal_charge"",""confidence"":88}"
uncertainty_ok,gpt-5.6-luna,banking-739,virtual_card_not_working,virtual_card_not_working,98,1,"{""label"":""virtual_card_not_working"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-523,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-363,card_payment_wrong_exchange_rate,exchange_charge,91,0,"{""label"":""exchange_charge"",""confidence"":91}"
frequency_calibrated,gpt-5.6-luna,banking-727,verify_source_of_funds,verify_source_of_funds,96,1,"{""label"":""verify_source_of_funds"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-211,verify_source_of_funds,verify_source_of_funds,99,1,"{""label"":""verify_source_of_funds"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-453,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-166,terminate_account,terminate_account,100,1,"{""label"":""terminate_account"",""confidence"":100}"
uncertainty_ok,gpt-5.6-luna,banking-655,top_up_limits,top_up_limits,99,1,"{""label"":""top_up_limits"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-521,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-436,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,99,1,"{""label"":""direct_debit_payment_not_recognised"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-601,request_refund,request_refund,96,1,"{""label"":""request_refund"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-466,exchange_rate,exchange_rate,86,1,"{""label"":""exchange_rate"",""confidence"":86}"
uncertainty_ok,gpt-5.6-luna,banking-565,pending_cash_withdrawal,pending_cash_withdrawal,92,1,"{""label"":""pending_cash_withdrawal"",""confidence"":92}"
strongest_alternative,gpt-5.6-luna,banking-064,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,99,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-688,transfer_into_account,transfer_into_account,72,1,"{""label"":""transfer_into_account"",""confidence"":72}"
uncertainty_ok,gpt-5.6-luna,banking-333,card_linking,card_linking,99,1,"{""label"":""card_linking"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-017,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-435,direct_debit_payment_not_recognised,compromised_card,62,0,"{""label"":""compromised_card"",""confidence"":62}"
uncertainty_ok,gpt-5.6-luna,banking-092,disposable_card_limits,disposable_card_limits,99,1,"{""label"":""disposable_card_limits"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-629,top_up_by_bank_transfer_charge,receiving_money,88,0,"{""label"":""receiving_money"",""confidence"":88}"
frequency_calibrated,gpt-5.6-luna,banking-213,verify_source_of_funds,verify_source_of_funds,96,1,"{""label"":""verify_source_of_funds"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-540,order_physical_card,card_arrival,84,0,"{""label"":""card_arrival"",""confidence"":84}"
uncertainty_ok,gpt-5.6-luna,banking-557,pending_card_payment,declined_card_payment,55,0,"{""label"":""declined_card_payment"",""confidence"":55}"
strongest_alternative,gpt-5.6-luna,banking-309,card_acceptance,card_acceptance,96,1,"{""label"":""card_acceptance"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-711,unable_to_verify_identity,passcode_forgotten,72,0,"{""label"":""passcode_forgotten"",""confidence"":72}"
uncertainty_ok,gpt-5.6-luna,banking-476,exchange_via_app,exchange_via_app,96,1,"{""label"":""exchange_via_app"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-732,verify_top_up,verify_top_up,98,1,"{""label"":""verify_top_up"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-745,visa_or_mastercard,visa_or_mastercard,99,1,"{""label"":""visa_or_mastercard"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-569,pending_top_up,pending_top_up,96,1,"{""label"":""pending_top_up"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-485,failed_transfer,failed_transfer,58,1,"{""label"":""failed_transfer"",""confidence"":58}"
frequency_calibrated,gpt-5.6-luna,banking-229,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-125,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-481,extra_charge_on_statement,extra_charge_on_statement,78,1,"{""label"":""extra_charge_on_statement"",""confidence"":78}"
uncertainty_ok,gpt-5.6-luna,banking-583,pin_blocked,pin_blocked,99,1,"{""label"":""pin_blocked"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-533,lost_or_stolen_phone,lost_or_stolen_phone,99,1,"{""label"":""lost_or_stolen_phone"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-343,card_not_working,card_not_working,98,1,"{""label"":""card_not_working"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-365,card_swallowed,card_swallowed,99,1,"{""label"":""card_swallowed"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-710,unable_to_verify_identity,verify_my_identity,88,0,"{""label"":""verify_my_identity"",""confidence"":88}"
frequency_calibrated,gpt-5.6-luna,banking-309,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
frequency_calibrated,gpt-5.6-luna,banking-250,age_limit,age_limit,99,1,"{""label"":""age_limit"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-683,transfer_fee_charged,extra_charge_on_statement,58,0,"{""label"":""extra_charge_on_statement"",""confidence"":58}"
strongest_alternative,gpt-5.6-luna,banking-511,get_physical_card,change_pin,58,0,"{""label"":""change_pin"",""confidence"":58}"
uncertainty_ok,gpt-5.6-luna,banking-347,card_payment_fee_charged,card_payment_fee_charged,78,1,"{""label"":""card_payment_fee_charged"",""confidence"":78}"
uncertainty_ok,gpt-5.6-luna,banking-216,verify_top_up,verify_top_up,98,1,"{""label"":""verify_top_up"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-294,beneficiary_not_allowed,declined_transfer,88,0,"{""label"":""declined_transfer"",""confidence"":88}"
frequency_calibrated,gpt-5.6-luna,banking-406,contactless_not_working,contactless_not_working,99,1,"{""label"":""contactless_not_working"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-356,card_payment_not_recognised,card_payment_not_recognised,72,1,"{""label"":""card_payment_not_recognised"",""confidence"":72}"
strongest_alternative,gpt-5.6-luna,banking-561,pending_cash_withdrawal,pending_cash_withdrawal,99,1,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-692,transfer_into_account,transfer_into_account,99,1,"{""label"":""transfer_into_account"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-043,card_linking,card_linking,99,1,"{""label"":""card_linking"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-429,declined_transfer,declined_transfer,99,1,"{""label"":""declined_transfer"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-494,fiat_currency_support,fiat_currency_support,88,1,"{""label"":""fiat_currency_support"",""confidence"":88}"
frequency_calibrated,gpt-5.6-luna,banking-232,Refund_not_showing_up,Refund_not_showing_up,99,1,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-734,verify_top_up,verify_top_up,99,1,"{""label"":""verify_top_up"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-759,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
uncertainty_ok,gpt-5.6-luna,banking-225,why_verify_identity,unable_to_verify_identity,78,0,"{""label"":""unable_to_verify_identity"",""confidence"":78}"
uncertainty_ok,gpt-5.6-luna,banking-317,card_arrival,card_arrival,96,1,"{""label"":""card_arrival"",""confidence"":96}"
strongest_alternative,gpt-5.6-luna,banking-341,card_not_working,card_not_working,92,1,"{""label"":""card_not_working"",""confidence"":92}"
strongest_alternative,gpt-5.6-luna,banking-319,card_arrival,card_arrival,78,1,"{""label"":""card_arrival"",""confidence"":78}"
strongest_alternative,gpt-5.6-luna,banking-751,why_verify_identity,why_verify_identity,96,1,"{""label"":""why_verify_identity"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-648,top_up_failed,top_up_failed,99,1,"{""label"":""top_up_failed"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-030,cancel_transfer,cancel_transfer,99,1,"{""label"":""cancel_transfer"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-122,getting_spare_card,getting_spare_card,98,1,"{""label"":""getting_spare_card"",""confidence"":98}"
strongest_alternative,gpt-5.6-luna,banking-379,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,96,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":96}"
frequency_calibrated,gpt-5.6-luna,banking-765,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
strongest_alternative,gpt-5.6-luna,banking-352,card_payment_not_recognised,card_payment_not_recognised,96,1,"{""label"":""card_payment_not_recognised"",""confidence"":96}"
uncertainty_ok,gpt-5.6-luna,banking-719,verify_my_identity,verify_my_identity,95,1,"{""label"":""verify_my_identity"",""confidence"":95}"
frequency_calibrated,gpt-5.6-luna,banking-502,get_disposable_virtual_card,get_disposable_virtual_card,99,1,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-272,automatic_top_up,automatic_top_up,99,1,"{""label"":""automatic_top_up"",""confidence"":99}"
frequency_calibrated,gpt-5.6-luna,banking-071,compromised_card,card_payment_not_recognised,98,0,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
uncertainty_ok,gpt-5.6-luna,banking-128,lost_or_stolen_card,card_arrival,48,0,"{""label"":""card_arrival"",""confidence"":48}"
strongest_alternative,gpt-5.6-luna,banking-241,activate_my_card,activate_my_card,100,1,"{""label"":""activate_my_card"",""confidence"":100}"
strongest_alternative,gpt-5.6-luna,banking-736,virtual_card_not_working,disposable_card_limits,84,0,"{""label"":""disposable_card_limits"",""confidence"":84}"
uncertainty_ok,gpt-5.6-luna,banking-563,pending_cash_withdrawal,pending_cash_withdrawal,99,1,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
