task,model,id,gold,prediction,confidence,correct,raw
banking77,gpt-5.6-luna,banking-209,verify_my_identity,verify_my_identity,99,1,"{""label"":""verify_my_identity"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-160,reverted_card_payment?,reverted_card_payment?,99,1,"{""label"":""reverted_card_payment?"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-133,order_physical_card,country_support,98,0,"{""label"":""country_support"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-081,declined_card_payment,declined_card_payment,96,1,"{""label"":""declined_card_payment"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-182,top_up_limits,top_up_limits,98,1,"{""label"":""top_up_limits"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-124,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-211,verify_source_of_funds,verify_source_of_funds,99,1,"{""label"":""verify_source_of_funds"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-227,wrong_amount_of_cash_received,declined_cash_withdrawal,98,0,"{""label"":""declined_cash_withdrawal"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-155,receiving_money,verify_source_of_funds,78,0,"{""label"":""verify_source_of_funds"",""confidence"":78}"
banking77,gpt-5.6-luna,banking-001,Refund_not_showing_up,Refund_not_showing_up,99,1,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-025,beneficiary_not_allowed,failed_transfer,95,0,"{""label"":""failed_transfer"",""confidence"":95}"
banking77,gpt-5.6-luna,banking-109,failed_transfer,failed_transfer,78,1,"{""label"":""failed_transfer"",""confidence"":78}"
banking77,gpt-5.6-luna,banking-179,top_up_failed,top_up_failed,98,1,"{""label"":""top_up_failed"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-203,transfer_timing,transfer_timing,98,1,"{""label"":""transfer_timing"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-229,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-040,card_delivery_estimate,card_delivery_estimate,98,1,"{""label"":""card_delivery_estimate"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-086,declined_transfer,declined_card_payment,99,0,"{""label"":""declined_card_payment"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-052,card_payment_not_recognised,card_payment_not_recognised,92,1,"{""label"":""card_payment_not_recognised"",""confidence"":92}"
banking77,gpt-5.6-luna,banking-202,transfer_timing,transfer_timing,98,1,"{""label"":""transfer_timing"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-078,country_support,country_support,99,1,"{""label"":""country_support"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-054,card_payment_not_recognised,card_payment_not_recognised,98,1,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-119,get_physical_card,change_pin,97,0,"{""label"":""change_pin"",""confidence"":97}"
banking77,gpt-5.6-luna,banking-029,cancel_transfer,cancel_transfer,100,1,"{""label"":""cancel_transfer"",""confidence"":100}"
banking77,gpt-5.6-luna,banking-011,apple_pay_or_google_pay,apple_pay_or_google_pay,99,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-111,failed_transfer,failed_transfer,94,1,"{""label"":""failed_transfer"",""confidence"":94}"
banking77,gpt-5.6-luna,banking-072,compromised_card,compromised_card,99,1,"{""label"":""compromised_card"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-077,country_support,country_support,99,1,"{""label"":""country_support"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-151,pin_blocked,pin_blocked,99,1,"{""label"":""pin_blocked"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-024,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,76,1,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":76}"
banking77,gpt-5.6-luna,banking-031,card_about_to_expire,card_about_to_expire,99,1,"{""label"":""card_about_to_expire"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-069,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-197,transfer_into_account,transfer_into_account,93,1,"{""label"":""transfer_into_account"",""confidence"":93}"
banking77,gpt-5.6-luna,banking-071,compromised_card,card_payment_not_recognised,98,0,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-060,card_swallowed,card_swallowed,100,1,"{""label"":""card_swallowed"",""confidence"":100}"
banking77,gpt-5.6-luna,banking-196,transfer_into_account,transfer_into_account,99,1,"{""label"":""transfer_into_account"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-061,cash_withdrawal_charge,cash_withdrawal_charge,99,1,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-172,top_up_by_card_charge,top_up_by_card_charge,98,1,"{""label"":""top_up_by_card_charge"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-020,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,97,1,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":97}"
banking77,gpt-5.6-luna,banking-037,card_arrival,card_arrival,96,1,"{""label"":""card_arrival"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-184,top_up_reverted,top_up_reverted,98,1,"{""label"":""top_up_reverted"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-128,lost_or_stolen_card,card_arrival,58,0,"{""label"":""card_arrival"",""confidence"":58}"
banking77,gpt-5.6-luna,banking-125,getting_virtual_card,getting_virtual_card,99,1,"{""label"":""getting_virtual_card"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-226,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-089,direct_debit_payment_not_recognised,request_refund,93,0,"{""label"":""request_refund"",""confidence"":93}"
banking77,gpt-5.6-luna,banking-053,card_payment_not_recognised,card_payment_not_recognised,94,1,"{""label"":""card_payment_not_recognised"",""confidence"":94}"
banking77,gpt-5.6-luna,banking-087,declined_transfer,declined_transfer,99,1,"{""label"":""declined_transfer"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-137,passcode_forgotten,passcode_forgotten,100,1,"{""label"":""passcode_forgotten"",""confidence"":100}"
banking77,gpt-5.6-luna,banking-116,get_disposable_virtual_card,get_disposable_virtual_card,99,1,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-042,card_delivery_estimate,card_arrival,92,0,"{""label"":""card_arrival"",""confidence"":92}"
banking77,gpt-5.6-luna,banking-083,declined_cash_withdrawal,declined_cash_withdrawal,99,1,"{""label"":""declined_cash_withdrawal"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-219,virtual_card_not_working,card_not_working,99,0,"{""label"":""card_not_working"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-049,card_payment_fee_charged,top_up_by_card_charge,96,0,"{""label"":""top_up_by_card_charge"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-187,topping_up_by_card,top_up_reverted,94,0,"{""label"":""top_up_reverted"",""confidence"":94}"
banking77,gpt-5.6-luna,banking-070,compromised_card,card_payment_not_recognised,97,0,"{""label"":""card_payment_not_recognised"",""confidence"":97}"
banking77,gpt-5.6-luna,banking-154,receiving_money,receiving_money,99,1,"{""label"":""receiving_money"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-067,change_pin,change_pin,99,1,"{""label"":""change_pin"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-051,card_payment_fee_charged,extra_charge_on_statement,45,0,"{""label"":""extra_charge_on_statement"",""confidence"":45}"
banking77,gpt-5.6-luna,banking-039,card_arrival,card_arrival,96,1,"{""label"":""card_arrival"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-057,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-073,contactless_not_working,contactless_not_working,99,1,"{""label"":""contactless_not_working"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-222,visa_or_mastercard,visa_or_mastercard,99,1,"{""label"":""visa_or_mastercard"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-120,get_physical_card,change_pin,96,0,"{""label"":""change_pin"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-170,top_up_by_bank_transfer_charge,transfer_fee_charged,98,0,"{""label"":""transfer_fee_charged"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-098,exchange_charge,exchange_charge,96,1,"{""label"":""exchange_charge"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-175,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-101,exchange_rate,exchange_rate,99,1,"{""label"":""exchange_rate"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-168,terminate_account,terminate_account,100,1,"{""label"":""terminate_account"",""confidence"":100}"
banking77,gpt-5.6-luna,banking-026,beneficiary_not_allowed,beneficiary_not_allowed,97,1,"{""label"":""beneficiary_not_allowed"",""confidence"":97}"
banking77,gpt-5.6-luna,banking-045,card_linking,card_linking,98,1,"{""label"":""card_linking"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-159,request_refund,request_refund,99,1,"{""label"":""request_refund"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-035,card_acceptance,card_acceptance,98,1,"{""label"":""card_acceptance"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-002,Refund_not_showing_up,Refund_not_showing_up,99,1,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-122,getting_spare_card,getting_spare_card,99,1,"{""label"":""getting_spare_card"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-218,virtual_card_not_working,virtual_card_not_working,99,1,"{""label"":""virtual_card_not_working"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-015,atm_support,atm_support,99,1,"{""label"":""atm_support"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-019,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,98,1,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-198,transfer_into_account,transfer_into_account,98,1,"{""label"":""transfer_into_account"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-106,extra_charge_on_statement,extra_charge_on_statement,98,1,"{""label"":""extra_charge_on_statement"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-193,transfer_fee_charged,transfer_fee_charged,99,1,"{""label"":""transfer_fee_charged"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-062,cash_withdrawal_charge,cash_withdrawal_charge,99,1,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-066,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,96,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-114,fiat_currency_support,fiat_currency_support,99,1,"{""label"":""fiat_currency_support"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-144,pending_cash_withdrawal,pending_cash_withdrawal,98,1,"{""label"":""pending_cash_withdrawal"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-231,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,95,0,"{""label"":""cash_withdrawal_charge"",""confidence"":95}"
banking77,gpt-5.6-luna,banking-036,card_acceptance,card_acceptance,99,1,"{""label"":""card_acceptance"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-145,pending_top_up,pending_top_up,99,1,"{""label"":""pending_top_up"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-140,pending_card_payment,pending_card_payment,99,1,"{""label"":""pending_card_payment"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-065,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,100,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":100}"
banking77,gpt-5.6-luna,banking-223,why_verify_identity,why_verify_identity,99,1,"{""label"":""why_verify_identity"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-064,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,99,1,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-046,card_not_working,card_not_working,98,1,"{""label"":""card_not_working"",""confidence"":98}"
banking77,gpt-5.6-luna,banking-195,transfer_fee_charged,transfer_fee_charged,99,1,"{""label"":""transfer_fee_charged"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-225,why_verify_identity,verify_my_identity,96,0,"{""label"":""verify_my_identity"",""confidence"":96}"
banking77,gpt-5.6-luna,banking-216,verify_top_up,verify_top_up,99,1,"{""label"":""verify_top_up"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-103,exchange_via_app,exchange_via_app,93,1,"{""label"":""exchange_via_app"",""confidence"":93}"
banking77,gpt-5.6-luna,banking-094,edit_personal_details,edit_personal_details,99,1,"{""label"":""edit_personal_details"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-012,apple_pay_or_google_pay,apple_pay_or_google_pay,99,1,"{""label"":""apple_pay_or_google_pay"",""confidence"":99}"
banking77,gpt-5.6-luna,banking-027,beneficiary_not_allowed,beneficiary_not_allowed,96,1,"{""label"":""beneficiary_not_allowed"",""confidence"":96}"
banking77,gpt-4.1-nano,banking-327,card_delivery_estimate,card_delivery_estimate,85,1,"{   ""label"": ""card_delivery_estimate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-310,card_acceptance,card_acceptance,85,1,"{   ""label"": ""card_acceptance"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-387,change_pin,change_pin,95,1,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-288,beneficiary_not_allowed,failed_transfer,85,0,"{   ""label"": ""failed_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-479,extra_charge_on_statement,extra_charge_on_statement,95,1,"{   ""label"": ""extra_charge_on_statement"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-361,card_payment_wrong_exchange_rate,exchange_rate,95,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-465,exchange_rate,exchange_rate,95,1,"{""label"": ""exchange_rate"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-402,contactless_not_working,contactless_not_working,95,1,"{""label"": ""contactless_not_working"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-243,activate_my_card,activate_my_card,95,1,"{   ""label"": ""activate_my_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-339,card_not_working,card_not_working,85,1,"{""label"": ""card_not_working"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-262,atm_support,atm_support,95,1,"{   ""label"": ""atm_support"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-562,pending_cash_withdrawal,pending_cash_withdrawal,95,1,"{   ""label"": ""pending_cash_withdrawal"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-542,order_physical_card,get_physical_card,85,0,"{   ""label"": ""get_physical_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-324,card_delivery_estimate,card_arrival,95,0,"{   ""label"": ""card_arrival"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-240,activate_my_card,activate_my_card,95,1,"{   ""label"": ""activate_my_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-612,supported_cards_and_currencies,transfer_into_account,85,0,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-413,country_support,country_support,85,1,"{   ""label"": ""country_support"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-396,compromised_card,compromised_card,85,1,"{   ""label"": ""compromised_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-660,top_up_reverted,top_up_failed,80,0,"{   ""label"": ""top_up_failed"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-621,terminate_account,terminate_account,100,1,"{   ""label"": ""terminate_account"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-421,declined_cash_withdrawal,cash_withdrawal_not_recognised,70,0,"{   ""label"": ""cash_withdrawal_not_recognised"",   ""confidence"": 70 }"
banking77,gpt-4.1-nano,banking-270,automatic_top_up,automatic_top_up,100,1,"{   ""label"": ""automatic_top_up"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-604,reverted_card_payment?,reverted_card_payment?,85,1,"{   ""label"": ""reverted_card_payment?"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-316,card_arrival,card_delivery_estimate,95,0,"{   ""label"": ""card_delivery_estimate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-256,apple_pay_or_google_pay,apple_pay_or_google_pay,85,1,"{   ""label"": ""apple_pay_or_google_pay"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-458,exchange_charge,exchange_charge,95,1,"{   ""label"": ""exchange_charge"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-315,card_acceptance,card_acceptance,85,1,"{   ""label"": ""card_acceptance"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-499,get_disposable_virtual_card,get_disposable_virtual_card,95,1,"{   ""label"": ""get_disposable_virtual_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-412,country_support,country_support,80,1,"{""label"": ""country_support"", ""confidence"": 80}"
banking77,gpt-4.1-nano,banking-264,atm_support,atm_support,95,1,"{   ""label"": ""atm_support"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-618,terminate_account,terminate_account,85,1,"{   ""label"": ""terminate_account"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-768,wrong_exchange_rate_for_cash_withdrawal,exchange_rate,95,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-657,top_up_limits,top_up_limits,95,1,"{   ""label"": ""top_up_limits"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-649,top_up_failed,top_up_failed,80,1,"{   ""label"": ""top_up_failed"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-475,exchange_via_app,exchange_rate,85,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-718,verify_my_identity,verify_my_identity,100,1,"{   ""label"": ""verify_my_identity"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-752,why_verify_identity,unable_to_verify_identity,85,0,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-676,transaction_charged_twice,transaction_charged_twice,95,1,"{   ""label"": ""transaction_charged_twice"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-269,automatic_top_up,top_up_limits,85,0,"{   ""label"": ""top_up_limits"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-748,visa_or_mastercard,visa_or_mastercard,95,1,"{   ""label"": ""visa_or_mastercard"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-593,receiving_money,top_up_by_bank_transfer_charge,10,0,"{   ""label"": ""top_up_by_bank_transfer_charge"",   ""confidence"": 10 }"
banking77,gpt-4.1-nano,banking-338,card_not_working,card_not_working,95,1,"{   ""label"": ""card_not_working"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-511,get_physical_card,change_pin,95,0,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-363,card_payment_wrong_exchange_rate,exchange_rate,85,0,"{""label"": ""exchange_rate"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-244,activate_my_card,activate_my_card,95,1,"{   ""label"": ""activate_my_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-664,top_up_reverted,top_up_failed,85,0,"{   ""label"": ""top_up_failed"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-278,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,85,1,"{   ""label"": ""balance_not_updated_after_bank_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-459,exchange_charge,exchange_charge,85,1,"{   ""label"": ""exchange_charge"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-758,wrong_amount_of_cash_received,wrong_amount_of_cash_received,85,1,"{   ""label"": ""wrong_amount_of_cash_received"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-321,card_arrival,get_physical_card,95,0,"{   ""label"": ""get_physical_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-411,country_support,country_support,90,1,"{   ""label"": ""country_support"",   ""confidence"": 90 }"
banking77,gpt-4.1-nano,banking-342,card_not_working,card_not_working,95,1,"{   ""label"": ""card_not_working"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-650,top_up_failed,top_up_failed,100,1,"{   ""label"": ""top_up_failed"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-769,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,95,0,"{   ""label"": ""card_payment_wrong_exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-297,cancel_transfer,reverted_card_payment?,70,0,"{   ""label"": ""reverted_card_payment?"",   ""confidence"": 70 }"
banking77,gpt-4.1-nano,banking-364,card_payment_wrong_exchange_rate,exchange_rate,95,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-603,reverted_card_payment?,reverted_card_payment?,95,1,"{   ""label"": ""reverted_card_payment?"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-336,card_linking,card_linking,85,1,"{   ""label"": ""card_linking"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-374,cash_withdrawal_charge,cash_withdrawal_charge,95,1,"{   ""label"": ""cash_withdrawal_charge"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-375,cash_withdrawal_charge,cash_withdrawal_charge,95,1,"{   ""label"": ""cash_withdrawal_charge"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-464,exchange_rate,exchange_rate,85,1,"{""label"": ""exchange_rate"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-296,cancel_transfer,cancel_transfer,100,1,"{   ""label"": ""cancel_transfer"",   ""confidence"": 100 }"
banking77,gpt-4.1-nano,banking-557,pending_card_payment,declined_card_payment,85,0,"{   ""label"": ""declined_card_payment"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-732,verify_top_up,verify_top_up,95,1,"{   ""label"": ""verify_top_up"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-756,why_verify_identity,verify_my_identity,95,0,"{   ""label"": ""verify_my_identity"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-291,beneficiary_not_allowed,apple_pay_or_google_pay,20,0,"{   ""label"": ""apple_pay_or_google_pay"",   ""confidence"": 20 }"
banking77,gpt-4.1-nano,banking-325,card_delivery_estimate,card_delivery_estimate,85,1,"{   ""label"": ""card_delivery_estimate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-418,declined_card_payment,declined_card_payment,85,1,"{   ""label"": ""declined_card_payment"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-549,passcode_forgotten,passcode_forgotten,95,1,"{   ""label"": ""passcode_forgotten"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-765,wrong_exchange_rate_for_cash_withdrawal,exchange_rate,95,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-640,top_up_by_cash_or_cheque,balance_not_updated_after_cheque_or_cash_deposit,85,0,"{   ""label"": ""balance_not_updated_after_cheque_or_cash_deposit"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-492,fiat_currency_support,exchange_rate,85,0,"{   ""label"": ""exchange_rate"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-460,exchange_charge,exchange_charge,85,1,"{""label"": ""exchange_charge"", ""confidence"": 85}"
banking77,gpt-4.1-nano,banking-302,card_about_to_expire,card_about_to_expire,95,1,"{   ""label"": ""card_about_to_expire"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-399,compromised_card,disposable_card_limits,20,0,"{   ""label"": ""disposable_card_limits"",   ""confidence"": 20 }"
banking77,gpt-4.1-nano,banking-737,virtual_card_not_working,get_disposable_virtual_card,95,0,"{   ""label"": ""get_disposable_virtual_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-643,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,80,1,"{   ""label"": ""top_up_by_cash_or_cheque"",   ""confidence"": 80 }"
banking77,gpt-4.1-nano,banking-606,reverted_card_payment?,pending_card_payment,85,0,"{   ""label"": ""pending_card_payment"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-482,extra_charge_on_statement,extra_charge_on_statement,95,1,"{   ""label"": ""extra_charge_on_statement"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-670,topping_up_by_card,pending_transfer,85,0,"{   ""label"": ""pending_transfer"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-710,unable_to_verify_identity,unable_to_verify_identity,85,1,"{   ""label"": ""unable_to_verify_identity"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-484,failed_transfer,transfer_not_received_by_recipient,85,0,"{   ""label"": ""transfer_not_received_by_recipient"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-546,order_physical_card,get_physical_card,95,0,"{   ""label"": ""get_physical_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-659,top_up_reverted,top_up_reverted,90,1,"{   ""label"": ""top_up_reverted"",   ""confidence"": 90 }"
banking77,gpt-4.1-nano,banking-540,order_physical_card,get_physical_card,85,0,"{   ""label"": ""get_physical_card"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-583,pin_blocked,change_pin,95,0,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-388,change_pin,change_pin,95,1,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-455,edit_personal_details,edit_personal_details,95,1,"{   ""label"": ""edit_personal_details"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-504,get_disposable_virtual_card,get_disposable_virtual_card,95,1,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-513,getting_spare_card,getting_spare_card,95,1,"{   ""label"": ""getting_spare_card"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-378,cash_withdrawal_charge,cash_withdrawal_charge,85,1,"{   ""label"": ""cash_withdrawal_charge"",   ""confidence"": 85 }"
banking77,gpt-4.1-nano,banking-416,declined_card_payment,card_not_working,95,0,"{   ""label"": ""card_not_working"",   ""confidence"": 95 }"
banking77,gpt-4.1-nano,banking-250,age_limit,age_limit,95,1,"{""label"": ""age_limit"", ""confidence"": 95}"
banking77,gpt-4.1-nano,banking-607,reverted_card_payment?,declined_card_payment,85,0,"{   ""label"": ""declined_card_payment"",   ""confidence"": 85 }"
