id,text,category
banking-423,I tried to make a cash withdrawal and it was declined. Why did this happen?,declined_cash_withdrawal
banking-424,The ATM didn't let me get any cash,declined_cash_withdrawal
banking-425,This is very frustrating. I can't get my card to work on any ATM I try and I've tried 3 of them so far. What's going on? Can you please fix this issue immediately?,declined_cash_withdrawal
banking-426,The ATM is declining my card. I tried at two different ATMs. Can you tell me if there's anything wrong with my account?,declined_cash_withdrawal
banking-427,Why was I declined at the ATM today when I was trying to make a withdraw?,declined_cash_withdrawal
banking-428,Good morning. I tried to make a purchase with my credit card last night and again this morning. Both times it was declined. Can you investigate?,declined_transfer
banking-429,Why was the transfer declined?,declined_transfer
banking-430,"I tired to move my money, but my transfer was declined.",declined_transfer
banking-431,For what reason was my transfer declined?,declined_transfer
banking-432,Why did a transfer get declined?,declined_transfer
banking-433,I tried to buy something online yesterday but it wouldn't stop saying declined. Tried again today but same thing happened. What's Broken?,declined_transfer
banking-434,I am getting continuous failure for all my transfers. I have cross checked each recipient detail again and again and everything is correct.,declined_transfer
banking-435,I am concerned about the security in my account and would like to make a dispute.,direct_debit_payment_not_recognised
banking-436,I didn't make this direct debit transaction,direct_debit_payment_not_recognised
banking-437,someone stole my money,direct_debit_payment_not_recognised
banking-438,"Even though it's late, I wanted to see about disputing a charge. I was just looking through my transactions over the past couple of months and noticed a pretty large amount that was not completed by me. Is this possibly something I can still do.",direct_debit_payment_not_recognised
banking-439,I don't understand where this debit came from and want it removed.,direct_debit_payment_not_recognised
banking-440,"I am seeing a weird payment showing up that I know I did not make, how can I get it cancelled?",direct_debit_payment_not_recognised
banking-441,Unknown direct deposit,direct_debit_payment_not_recognised
banking-442,Are there any hindrances to using a disposable virtual card?,disposable_card_limits
banking-443,Can I make many disposable cards per day?,disposable_card_limits
banking-444,Is it possible to make several disposable cards in a day?,disposable_card_limits
banking-445,"I need to use my disposable card multiple times a day, is there a cutoff limit?",disposable_card_limits
banking-446,How can i get multiple disposble cards.,disposable_card_limits
banking-447,How many transactions can I do with one disposable card?,disposable_card_limits
banking-448,What is the maximum number of transactions I can make with one card?,disposable_card_limits
banking-449,how can i change my details,edit_personal_details
banking-450,How can I edit my personal details?,edit_personal_details
banking-451,I need to change my name what do I do?,edit_personal_details
banking-452,Is it possible to edit my personal details on the app?,edit_personal_details
banking-453,I need to change my account details,edit_personal_details
banking-454,Can I change my information?,edit_personal_details
banking-455,How do I update my details?,edit_personal_details
banking-456,Would I be charged for exchanging currencies?,exchange_charge
banking-457,Are there any extra hidden fees for exchanging currencies?,exchange_charge
banking-458,Is there a fee for exchanging currencies?,exchange_charge
banking-459,Is there a fee for exchanging foreign currencies?,exchange_charge
banking-460,Will it cost more money if my currency needs to be exchanged?,exchange_charge
banking-461,"How much is a cross currency exchange, and can I check to see if I have any discounts available?",exchange_charge
banking-462,Will I be charged a fee for exchanging foreign currencies?,exchange_charge
banking-463,Can you tell me where you get your exchange rates?,exchange_rate
banking-464,What do you base your exchange rates on?,exchange_rate
banking-465,why do your exchange rates change,exchange_rate
banking-466,The exchange rate would be?,exchange_rate
banking-467,when does the rate get determined,exchange_rate
banking-468,From where are you getting your exchange rates?,exchange_rate
banking-469,The exchange rates are?,exchange_rate
banking-470,Can I change to another currency?,exchange_via_app
banking-471,Can this app help me exchange currencies?,exchange_via_app
banking-472,Can I get some money exchanged?,exchange_via_app
banking-473,How are currencies exchanged?,exchange_via_app
banking-474,May I exchange currencies with this?,exchange_via_app
banking-475,How do I exchange currency?,exchange_via_app
banking-476,How do I change GBP to AUD?,exchange_via_app
banking-477,Why does my statement have these extra charges?,extra_charge_on_statement
banking-478,Why are there so many fees on my statement?,extra_charge_on_statement
banking-479,Can you please check why I am having this extra fee on my statement.,extra_charge_on_statement
banking-480,What is this €1 fee in my statement?,extra_charge_on_statement
banking-481,"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?",extra_charge_on_statement
banking-482,"I noticed an extra $1 charge on my statement, can you tell me why that is?",extra_charge_on_statement
banking-483,"$1 extra has been charged on my statement, why is that?",extra_charge_on_statement
banking-484,"Hi, I'm buying a flat and I'm trying to get my mortgage to go though. Every time I check I simply get an error message. Is there any way you can help me get this money transferred over. Thanks!",failed_transfer
banking-485,"Fix your system. I can't make transfers, I've tried like 5 times already.",failed_transfer
banking-486,"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue ?",failed_transfer
banking-487,Says my transfer can't be completed?,failed_transfer
banking-488,My transfer did not go through.,failed_transfer
banking-489,"I can not seem to make a successful transfer, can you tell me what I'm doing wrong?",failed_transfer
banking-490,Why couldn't I complete a transfer?,failed_transfer
banking-491,Do you accept exchanges to EUR?,fiat_currency_support
banking-492,Can I exchange to EUR?,fiat_currency_support
banking-493,Does your system support multiple currency.,fiat_currency_support
banking-494,Do you support the exchange of EUR from my currency.,fiat_currency_support
banking-495,Can I exchange and hold all fiat currencies?,fiat_currency_support
banking-496,"If I request that my funds be held, what currencies do you use?",fiat_currency_support
banking-497,I want to know how many different currencies my money can be in,fiat_currency_support
banking-498,Will I be able to get a disposable virtual card as well?,get_disposable_virtual_card
banking-499,where do I request a disposable virtual card?,get_disposable_virtual_card
banking-500,"Is there anyway, I can get a disposable virtual card?",get_disposable_virtual_card
banking-501,What does a disposable virtual card do?,get_disposable_virtual_card
banking-502,Is there a disposable virtual card I can order?,get_disposable_virtual_card
banking-503,Can I create a disposable virtual card?,get_disposable_virtual_card
banking-504,Where's the best place to get a disposable virtual card?,get_disposable_virtual_card
banking-505,What do I need to do for a PIN?,get_physical_card
banking-506,When do I receive my PIN,get_physical_card
banking-507,I need my PIN,get_physical_card
banking-508,What is my card's PIN?,get_physical_card
banking-509,"If I need a PIN for my card, where is it located?",get_physical_card
banking-510,I just got my new card but am not sure how to check its PIN.,get_physical_card
banking-511,What do I do with my card PIN?,get_physical_card
banking-512,Is there a fee for sending out more than one card?,getting_spare_card
banking-513,Can I get a spare card for someone else to use?,getting_spare_card
banking-514,I need some spare physical cards.,getting_spare_card
banking-515,I need to get some more physical cards.,getting_spare_card
banking-516,Can I order extra cards?,getting_spare_card
banking-517,I would like to receive a few more physical cards.,getting_spare_card
banking-518,May I have another card?,getting_spare_card
banking-519,Where do I find the virtual card?,getting_virtual_card
banking-520,When should I receive my virtual card?,getting_virtual_card
banking-521,How do you get a virtual card?,getting_virtual_card
banking-522,what is the virtual card,getting_virtual_card
banking-523,Where do I obtain my virtual card?,getting_virtual_card
banking-524,I requested a virtual card but it is not showing up. Why?,getting_virtual_card
banking-525,Why did I not get a virtual card yet?,getting_virtual_card
banking-526,I think my card was stolen.,lost_or_stolen_card
banking-527,Somehow I am missing my card.  What should I do?,lost_or_stolen_card
banking-528,My bags were stolen. I need a new card but need to cancel the stolen one.,lost_or_stolen_card
banking-529,"My entire gym bag, including my wallet, was stolen out of my locker today. Everything in my wallet is gone - how do I block the card to make it can't be used?",lost_or_stolen_card
banking-530,I need help with a lost card,lost_or_stolen_card
banking-531,How do I report my card stolen?,lost_or_stolen_card
banking-532,My card is lost! What do I do now?,lost_or_stolen_card
banking-533,I lost my phone and would like to freeze my accounts.,lost_or_stolen_phone
banking-534,Is there anything I need to do since my phone was stolen?,lost_or_stolen_phone
banking-535,Someone stole my cards!,lost_or_stolen_phone
banking-536,I believe I left my smartphone at the hotel I was staying at.,lost_or_stolen_phone
banking-537,"If my phone is missing, can I block someone from using the app?",lost_or_stolen_phone
banking-538,my phone is gone,lost_or_stolen_phone
banking-539,"lost phone, dont want others to access account",lost_or_stolen_phone
banking-540,Where can I receive my card?,order_physical_card
banking-541,Please tell me how to get a physical card.,order_physical_card
banking-542,What are the fees for a physical card?,order_physical_card
banking-543,What do you charge for physical cards?,order_physical_card
banking-544,Do you charge for physical cards,order_physical_card
banking-545,Will I get a real card?,order_physical_card
banking-546,How can I get a physical card,order_physical_card
banking-547,I forgot the code to access the app.,passcode_forgotten
banking-548,Can I be given a new passcode?,passcode_forgotten
banking-549,I can't find my password,passcode_forgotten
banking-550,Can you help me reset my password?,passcode_forgotten
banking-551,I lost my password,passcode_forgotten
banking-552,I don't have my access code for the app.,passcode_forgotten
banking-553,What is the code I need to get into the app?,passcode_forgotten
banking-554,When will my card payment be done pending?,pending_card_payment
banking-555,I bought some things this morning but the payment shows that it is pending,pending_card_payment
banking-556,Explain what the pending payment means?,pending_card_payment
banking-557,Why has my payment not gone through?,pending_card_payment
banking-558,I am waiting for a payment to go through.,pending_card_payment
banking-559,Why would I have a pending payment?,pending_card_payment
banking-560,How long does an item I bought show as pending?,pending_card_payment
banking-561,Why does my account have a pending cash withdrawal?,pending_cash_withdrawal
banking-562,I made a cash withdrawal but the pending status is taking forever.,pending_cash_withdrawal
banking-563,Why is my cash withdrawal from the ATM still not yet showing as confirmed in my account?,pending_cash_withdrawal
banking-564,"I tried to take money from my card, but it didn't work. Later I saw that the transaction is still in progress. What's goign on?",pending_cash_withdrawal
banking-565,how long til my cash out goes through?,pending_cash_withdrawal
banking-566,Cash withdrawal still pending?,pending_cash_withdrawal
banking-567,"Hi,I tried to get some money out but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.",pending_cash_withdrawal
banking-568,So I just put my top-up into the card and it hasn't changed.,pending_top_up
banking-569,Could you explain why my top-up has gone through yet?,pending_top_up
banking-570,"new customer and filling gas today, it's not working, the thing shows pending half an hour!",pending_top_up
banking-571,I  do not see a top-up processed.,pending_top_up
banking-572,Why hasn't my top-up been completed?,pending_top_up
banking-573,Is there a reason my top up hasn't gone through,pending_top_up
banking-574,Topping up my card is not working because I believe the top up is pending,pending_top_up
banking-575,Why hasn't my transfer gone through yet?,pending_transfer
banking-576,When will the transfer go through?,pending_transfer
banking-577,i transfered however its still pending,pending_transfer
banking-578,I had made a transfer but its still pending.,pending_transfer
banking-579,For how long will my transfer be pending?,pending_transfer
banking-580,How long can I expect a transfer to pend for?,pending_transfer
banking-581,I am confused as to why my transfer could still be pending.,pending_transfer
banking-582,Can you assist me with unblocking my PIN? I put it in wrong too many times.,pin_blocked
banking-583,Can you unblock my pin after too many wrong pin attempts?,pin_blocked
banking-584,My PIN is not working and I need assistance.,pin_blocked
banking-585,How can I unlock the pin?,pin_blocked
banking-586,I used the wrong ping too many times and now the account is blocked.  How do I unblock?,pin_blocked
banking-587,How do I unblock my PIN?,pin_blocked
banking-588,How do I get my PIN unlocked?,pin_blocked
banking-589,"I get paid in GBP. Should I configure this and if so, where?",receiving_money
banking-590,Do you know if I can use this for my salary?,receiving_money
banking-591,Can I receive my salary in a currency other than what it is deposited in?,receiving_money
banking-592,How do i get my salary in the account?,receiving_money
banking-593,Can i deposit my salary to this account?,receiving_money
banking-594,Is it possible to deposit money in GBP?,receiving_money
banking-595,Can I get my salary through this?,receiving_money
banking-596,I am not Happy with this product can i get a refund?,request_refund
banking-597,I need to cancel a purchase I made.,request_refund
banking-598,How do I claim a refund?,request_refund
banking-599,I bought something but now I would like a refund. How do I do that?,request_refund
banking-600,Can you cancel my purchase?,request_refund
banking-601,I would like a refund on one of your products that has been sold to me,request_refund
banking-602,I want a refund for my purchase,request_refund
banking-603,Do you know why my card payment was reverted?,reverted_card_payment?
banking-604,I made a payment but the app reverted the payment.,reverted_card_payment?
banking-605,Why has payment been returned?,reverted_card_payment?
banking-606,There was a canceled payment for my card.,reverted_card_payment?
banking-607,what happens to the funds if a merchant refuses the payment,reverted_card_payment?
banking-608,I think my card payment has been stopped,reverted_card_payment?
banking-609,I have a payment listed as cancelled.,reverted_card_payment?
banking-610,Will you accept my other card?,supported_cards_and_currencies
banking-611,"If I only have 1 other US card, can you take it?",supported_cards_and_currencies
banking-612,How do I transfer funds from my American Express into my account?,supported_cards_and_currencies
banking-613,Which credit or debit cards can I use to top up?,supported_cards_and_currencies
banking-614,I just have one other card from the US. Is that okay?,supported_cards_and_currencies
banking-615,Do you support all cards and currencies?,supported_cards_and_currencies
banking-616,can you tell me what cards and currencies you take?,supported_cards_and_currencies
banking-617,I am sick of this damn company and want to close out my account.,terminate_account
banking-618,Can you help me get rid of my account?,terminate_account
banking-619,"please delete my account, your services are not up to par.",terminate_account
banking-620,I want my account deleted!,terminate_account
banking-621,I would like to close my account.,terminate_account
banking-622,"Please delete my account, this company is not working for me!",terminate_account
banking-623,I want to delete my account. I'm unhappy with the service you're providing.,terminate_account
banking-624,Are there charges for receiving a SEPA transfer?,top_up_by_bank_transfer_charge
banking-625,Is it possible to get a transfer from SWIFT?,top_up_by_bank_transfer_charge
banking-626,How much am I charged for a SEPA transfer?,top_up_by_bank_transfer_charge
banking-627,If I make a top-up are there charges applied?,top_up_by_bank_transfer_charge
banking-628,can i do a transfer with swift,top_up_by_bank_transfer_charge
banking-629,Do I have to pay any fees in order to receive money?,top_up_by_bank_transfer_charge
banking-630,Can you tell me what the transfer policy is?,top_up_by_bank_transfer_charge
banking-631,How much does it cost to top up by card?,top_up_by_card_charge
banking-632,Is there a fee for topping up,top_up_by_card_charge
banking-633,Any hidden fees associated with the international card if money is added?,top_up_by_card_charge
banking-634,Can I top up using an international card,top_up_by_card_charge
banking-635,Will I be charged if I use European bank card for top up?,top_up_by_card_charge
banking-636,Will I be charged for topping up by card?,top_up_by_card_charge
banking-637,What are the charges for US cards with top up.,top_up_by_card_charge
banking-638,What type of deposits do you accept into my account?,top_up_by_cash_or_cheque
banking-639,How do I top up my account with a cash payment?,top_up_by_cash_or_cheque
banking-640,Need to deposit a cheque into my account,top_up_by_cash_or_cheque
banking-641,Can I send a cheque to do my top ups?,top_up_by_cash_or_cheque
banking-642,Is cash good to top up with?,top_up_by_cash_or_cheque
banking-643,Do you accept checks?,top_up_by_cash_or_cheque
banking-644,"I have a cheque here, can I use it to top off my account?",top_up_by_cash_or_cheque
banking-645,What reason did my top-up fail for?,top_up_failed
banking-646,My top-up has failed.,top_up_failed
banking-647,I don't think my top up is working correctly,top_up_failed
banking-648,"So, I tried topping up my card for the today. Unfortunately, it failed. A couple of days back I used it and it works fine. Can you double check and tell me what's going on?",top_up_failed
banking-649,Why can't I top up?,top_up_failed
banking-650,please tell me why my top-up failed.,top_up_failed
banking-651,Why did the app deny my top up?,top_up_failed
banking-652,Are the top-ups limited?,top_up_limits
banking-653,Is there a maximum amount of top-ups?,top_up_limits
banking-654,What is the limit to top up?,top_up_limits
banking-655,How can I tell what the limit is to top-ups?,top_up_limits
banking-656,I want to know if there is a maximum I can top up.,top_up_limits
banking-657,Is there a limit on top-ups?,top_up_limits
banking-658,What is the limit to top-up?,top_up_limits
banking-659,My top-up was revoked.,top_up_reverted
banking-660,I'd like to know why my top-up was canceled please.,top_up_reverted
banking-661,"Hi, i don't know what's going on i've just paid for my top up twice by accident can you help me get a refund please.",top_up_reverted
banking-662,I think my top-up was cancelled.,top_up_reverted
banking-663,I tryed to make a top-up with cryptocurrency but the payment was referted.,top_up_reverted
banking-664,My top-up has been cancelled.,top_up_reverted
banking-665,Can you tell me why my top up was reverted?,top_up_reverted
banking-666,WHERE IS MY MONEY I WAS USING MY CARD AND IT DISAPPEARED,topping_up_by_card
banking-667,How can someone add money to my account?,topping_up_by_card
banking-668,Why can't I see my topup in my wallet anymore?,topping_up_by_card
banking-669,Why can't I see the top-up amount I just added to my account?,topping_up_by_card
banking-670,"I followed the instructions to transfer money using my card, but then the money disappeared and I don't know what happened.",topping_up_by_card
banking-671,How can I top up my account with a card?,topping_up_by_card
banking-672,show me how to top up with my card,topping_up_by_card
banking-673,"More than one time this week, I have been charged more than once for the same transaction. Please correct the issue and refund the duplicate charges.",transaction_charged_twice
banking-674,I noticed after looking over my transactions that I have been charged twice from an earlier restaurant visit this week. Is it possible that one of these can be removed so I get the money back for the one that is not accurate?,transaction_charged_twice
banking-675,A transaction is repeated several times on my account.,transaction_charged_twice
banking-676,Why have I been charged twice for the same transaction?,transaction_charged_twice
banking-677,I have been charged twice,transaction_charged_twice
banking-678,There is more than one of the same transaction on my account.,transaction_charged_twice
banking-679,I didn't buy this twice,transaction_charged_twice
banking-680,Do charge fees for transfers?,transfer_fee_charged
banking-681,Why am I being charged a fee for transferring money?,transfer_fee_charged
banking-682,"I purchased some makeup through a site in China, and I was under the impression that when I make transfers there is no fee.  Why am I seeing this fee now?  I am not happy about this at all.",transfer_fee_charged
banking-683,What extra charges are there?,transfer_fee_charged
banking-684,"My receipt shows an extra charge on my transfer, why is this?",transfer_fee_charged
banking-685,Why were there additional charges when transferring?,transfer_fee_charged
banking-686,What is the transfer fee charge?,transfer_fee_charged
banking-687,"I need to transfer money into my account, how do I go about doing this?",transfer_into_account
banking-688,"I would like to use the bank transfer feature, but I can't find it. Can you please give me the details?",transfer_into_account
banking-689,How to I transfer my funds into my account?,transfer_into_account
banking-690,I would like to transfer some money from my other bank account into this one.,transfer_into_account
banking-691,How do I transfer money to my account?,transfer_into_account
banking-692,Are there ways to transfer money into my account?,transfer_into_account
banking-693,I'm trying to transfer money into my account.,transfer_into_account
banking-694,How long does it take for a transfer to get to a recipient?,transfer_not_received_by_recipient
banking-695,I completed a money transaction but the recipient hasn't received it,transfer_not_received_by_recipient
banking-696,Im waiting for my transaction to go through.,transfer_not_received_by_recipient
banking-697,I am still waiting for a transaction to be completed,transfer_not_received_by_recipient
banking-698,I transferred some money and it didint arrive,transfer_not_received_by_recipient
banking-699,I transferred some money but the receiver can't pick it up for some reason.,transfer_not_received_by_recipient
banking-700,The transfer I did hasn't arrived,transfer_not_received_by_recipient
banking-701,What is the wait time for a transfer from the US?,transfer_timing
banking-702,How long is the wait for a US transfer?,transfer_timing
banking-703,When does the money get transferred to my account,transfer_timing
banking-704,How long does it take for a transfer?,transfer_timing
banking-705,What is the time frame for a transfer from the US?,transfer_timing
banking-706,"If I need to do a quick transfer from China, how long should I expect the transfer to take?",transfer_timing
banking-707,Do transfers from Europe take longer?,transfer_timing
banking-708,I am having trouble proving my identity.,unable_to_verify_identity
banking-709,"I tried verifying my ID, but it won't let me.",unable_to_verify_identity
banking-710,How do I show this stupid system that this is really my identity?,unable_to_verify_identity
banking-711,The app will not let me into my account.,unable_to_verify_identity
banking-712,The app doesn't recognize me.,unable_to_verify_identity
banking-713,What's with not verifying my Id?,unable_to_verify_identity
banking-714,The app doesn't believe that I am me,unable_to_verify_identity
banking-715,What do I need to show who I am?,verify_my_identity
banking-716,Let me know the steps for the identity checks,verify_my_identity
banking-717,I need some help with identity verification.,verify_my_identity
banking-718,What are the steps to verify my identity?,verify_my_identity
banking-719,which kind of documentation do I need for identity check?,verify_my_identity
banking-720,Are there any documents needed for the identity check?,verify_my_identity
banking-721,I got a message that I need to verify my identity; what do I do?,verify_my_identity
banking-722,How can I lookup where funds came from?,verify_source_of_funds
banking-723,What information do you need to verify my Source of Funds?,verify_source_of_funds
banking-724,How do I become aware of where my funds come from?,verify_source_of_funds
banking-725,"what is source of my funds, need to verify",verify_source_of_funds
banking-726,I have to verify the source of my funds,verify_source_of_funds
banking-727,Where can I see the source of my money?,verify_source_of_funds
banking-728,where to funds come from,verify_source_of_funds
banking-729,Why does the top-up need verification?,verify_top_up
banking-730,Why does top-up need verifying?,verify_top_up
banking-731,Is it necessary to verify my top up?,verify_top_up
banking-732,What is the verification code on a top-up?,verify_top_up
banking-733,I need help finding the verification code for my top-up card.,verify_top_up
banking-734,How do I verify a top-up?,verify_top_up
banking-735,What is the necessity of verifying the top up?,verify_top_up
banking-736,Are there restrictions for my disposable card since it does not seem to be working?,virtual_card_not_working
banking-737,How do I get my disposable virtual card to work?,virtual_card_not_working
banking-738,Why doesn't my disposable virtual card work?,virtual_card_not_working
banking-739,My disposable virtual card is broken.,virtual_card_not_working
banking-740,Why was my virtual card declined when attempting to setup automatic billing?,virtual_card_not_working
banking-741,How can I fix a problem where my virtual card is rejected?,virtual_card_not_working
banking-742,I cannot get my virtual card to work.,virtual_card_not_working
banking-743,I like to Mastercard rather than Visa.,visa_or_mastercard
banking-744,Do you have Visa or Matercard?,visa_or_mastercard
banking-745,May I choose between Visa and Mastercard?,visa_or_mastercard
banking-746,Am I allowed to use any card to make a payment?,visa_or_mastercard
banking-747,Are both Visa and Mastercard accepted?,visa_or_mastercard
banking-748,Can you let me know if Visa is among the card scheme assignments?,visa_or_mastercard
banking-749,How do I get a visa card?,visa_or_mastercard
banking-750,What is the purpose for the identity check,why_verify_identity
banking-751,Why do you need to know so much about me,why_verify_identity
banking-752,Why do you require so many identity details?,why_verify_identity
banking-753,Why do I have to give you all of my identification details?,why_verify_identity
banking-754,Can I make transfers before identity verification?,why_verify_identity
banking-755,Why did I need to verfiy my identity?,why_verify_identity
banking-756,Do I have to do the identity check?,why_verify_identity
banking-757,The right amount of cash was not sent to me.,wrong_amount_of_cash_received
banking-758,"I tried to take out cash but the amount isn't right, so what do I do?",wrong_amount_of_cash_received
banking-759,I didn't receive all the cash I asked for,wrong_amount_of_cash_received
banking-760,Where is the money I pushed it's on my mobile app as being withdrawn.,wrong_amount_of_cash_received
banking-761,The amount of cash I received was incorrect,wrong_amount_of_cash_received
banking-762,Something went wrong with my withdrawal. The amount of money isn't right.,wrong_amount_of_cash_received
banking-763,"How can I request cash back? The ATM just gave me the wrong amount, the app shows the amount that I've been actually charged though...",wrong_amount_of_cash_received
banking-764,"I need the right foreign money, at the right rate, at ATMs, when I go abroad.",wrong_exchange_rate_for_cash_withdrawal
banking-765,I attempted to get money using a foreign currency at an ATM but the rate was highly inaccurate!,wrong_exchange_rate_for_cash_withdrawal
banking-766,Can you explain your exchange rate policy? I don't think I received the correct amount of cash in my ATM transaction.,wrong_exchange_rate_for_cash_withdrawal
banking-767,I used the ATM machine to get money out for Holiday shopping and saw the outrageous charges. Why is that? I would not have used the ATM if I had known!,wrong_exchange_rate_for_cash_withdrawal
banking-768,Why was the exchange rate different when I withdrew my cash?,wrong_exchange_rate_for_cash_withdrawal
banking-769,I took out money from a transaction machine and it exchanged the wrong dollar value amount from another currency!,wrong_exchange_rate_for_cash_withdrawal
banking-770,why is the exchange rate for a Foreign ATM different,wrong_exchange_rate_for_cash_withdrawal
