model,id,gold,prediction,code,correct,stated_confidence,token_logprob,token_probability,top_logprobs_json,raw
gpt-5.6-luna,banking-269,automatic_top_up,automatic_top_up,8,1,58,-9.1552734375e-05,0.9999084514564487,"[{""token"":""8"",""logprob"":-9.1552734375e-05}]",8 58
gpt-5.6-luna,banking-746,visa_or_mastercard,supported_cards_and_currencies,k,0,92,-0.44292449951171875,0.6421556883256148,"[{""token"":""k"",""logprob"":-0.44292449951171875},{""token"":""s"",""logprob"":-1.0277099609375}]",k 92
gpt-5.6-luna,banking-766,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,>,1,96,0.0,1.0,"[{""token"":"">"",""logprob"":0.0}]",> 96
gpt-5.6-luna,banking-571,pending_top_up,pending_top_up,>,1,55,-0.0005950927734375,0.9994050842591483,"[{""token"":"">"",""logprob"":-0.0005950927734375}]",> 55
gpt-5.6-luna,banking-164,supported_cards_and_currencies,supported_cards_and_currencies,k,1,99,0.0,1.0,"[{""token"":""k"",""logprob"":0.0}]",k 99
gpt-5.6-luna,banking-374,cash_withdrawal_charge,cash_withdrawal_charge,?,1,99,0.0,1.0,"[{""token"":""?"",""logprob"":0.0}]",? 99
gpt-5.6-luna,banking-380,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,F,1,92,-3.814697265625e-06,0.9999961853100103,"[{""token"":""F"",""logprob"":-3.814697265625e-06}]",F 92
gpt-5.6-luna,banking-634,top_up_by_card_charge,supported_cards_and_currencies,H,0,85,-4.9591064453125e-05,0.9999504101651634,"[{""token"":""H"",""logprob"":-4.9591064453125e-05}]",H 85
gpt-5.6-luna,banking-100,exchange_rate,exchange_rate,m,1,85,0.0,1.0,"[{""token"":""m"",""logprob"":0.0}]",m 85
gpt-5.6-luna,banking-306,card_about_to_expire,card_about_to_expire,:,1,99,-7.62939453125e-06,0.9999923706345725,"[{""token"":"":"",""logprob"":-7.62939453125e-06}]",: 99
gpt-5.6-luna,banking-585,pin_blocked,pin_blocked,9,1,98,0.0,1.0,"[{""token"":""9"",""logprob"":0.0}]",9 98
gpt-5.6-luna,banking-637,top_up_by_card_charge,top_up_by_card_charge,0,1,94,3.814697265625e-06,1.0000038147045416,"[{""token"":""0"",""logprob"":3.814697265625e-06}]",0 94
gpt-5.6-luna,banking-762,wrong_amount_of_cash_received,wrong_amount_of_cash_received,C,1,92,0.0,1.0,"[{""token"":""C"",""logprob"":0.0}]",C 92
gpt-5.6-luna,banking-081,declined_card_payment,declined_card_payment,t,1,92,0.0,1.0,"[{""token"":""t"",""logprob"":0.0}]",t 92
gpt-5.6-luna,banking-372,cash_withdrawal_charge,cash_withdrawal_charge,h,1,98,0.0,1.0,"[{""token"":""h"",""logprob"":0.0}]",h 98
gpt-5.6-luna,banking-239,activate_my_card,activate_my_card,y,1,99,0.0,1.0,"[{""token"":""y"",""logprob"":0.0}]",y 99
gpt-5.6-luna,banking-333,card_linking,card_linking,f,1,99,0.0,1.0,"[{""token"":""f"",""logprob"":0.0}]",f 99
gpt-5.6-luna,banking-451,edit_personal_details,edit_personal_details,Z,1,99,0.0,1.0,"[{""token"":""Z"",""logprob"":0.0}]",Z 99
gpt-5.6-luna,banking-384,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,8,1,96,-3.814697265625e-06,0.9999961853100103,"[{""token"":""8"",""logprob"":-3.814697265625e-06}]",8 96
gpt-5.6-luna,banking-285,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,?,1,98,0.0,1.0,"[{""token"":""?"",""logprob"":0.0}]",? 98
gpt-5.6-luna,banking-286,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,C,1,98,0.0,1.0,"[{""token"":""C"",""logprob"":0.0}]",C 98
gpt-5.6-luna,banking-545,order_physical_card,get_physical_card,p,0,70,0.0,1.0,"[{""token"":""p"",""logprob"":0.0}]",p 70
gpt-5.6-luna,banking-032,card_about_to_expire,card_about_to_expire,T,1,98,0.0,1.0,"[{""token"":""T"",""logprob"":0.0}]",T 98
gpt-5.6-luna,banking-328,card_delivery_estimate,card_delivery_estimate,G,1,65,-0.012622833251953125,0.9874565005510758,"[{""token"":""G"",""logprob"":-0.012622833251953125}]",G 65
gpt-5.6-luna,banking-415,declined_card_payment,declined_card_payment,l,1,82,-3.814697265625e-06,0.9999961853100103,"[{""token"":""l"",""logprob"":-3.814697265625e-06}]",l 82
gpt-5.6-luna,banking-645,top_up_failed,top_up_failed,W,1,98,0.0,1.0,"[{""token"":""W"",""logprob"":0.0}]",W 98
gpt-5.6-luna,banking-124,getting_virtual_card,getting_virtual_card,D,1,95,3.814697265625e-06,1.0000038147045416,"[{""token"":""D"",""logprob"":3.814697265625e-06}]",D 95
gpt-5.6-luna,banking-288,beneficiary_not_allowed,failed_transfer,I,0,90,-7.62939453125e-06,0.9999923706345725,"[{""token"":""I"",""logprob"":-7.62939453125e-06}]",I 90
gpt-5.6-luna,banking-277,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,*,1,92,-7.62939453125e-06,0.9999923706345725,"[{""token"":""*"",""logprob"":-7.62939453125e-06}]",* 92
gpt-5.6-luna,banking-469,exchange_rate,exchange_rate,y,1,98,0.0,1.0,"[{""token"":""y"",""logprob"":0.0}]",y 98
gpt-5.6-luna,banking-158,request_refund,request_refund,F,1,85,-3.814697265625e-06,0.9999961853100103,"[{""token"":""F"",""logprob"":-3.814697265625e-06}]",F 85
gpt-5.6-luna,banking-242,activate_my_card,activate_my_card,v,1,100,0.0,1.0,"[{""token"":""v"",""logprob"":0.0}]",v 100
gpt-5.6-luna,banking-627,top_up_by_bank_transfer_charge,top_up_by_card_charge,S,0,95,0.0,1.0,"[{""token"":""S"",""logprob"":0.0}]",S 95
gpt-5.6-luna,banking-764,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,A,1,78,-0.000164031982421875,0.9998359814700882,"[{""token"":""A"",""logprob"":-0.000164031982421875}]",A 78
gpt-5.6-luna,banking-224,why_verify_identity,why_verify_identity,B,1,96,-3.814697265625e-06,0.9999961853100103,"[{""token"":""B"",""logprob"":-3.814697265625e-06}]",B 96
gpt-5.6-luna,banking-038,card_arrival,card_arrival,g,1,70,-0.012939453125,0.9871439016893494,"[{""token"":""g"",""logprob"":-0.012939453125}]",g 70
gpt-5.6-luna,banking-547,passcode_forgotten,passcode_forgotten,v,1,99,0.0,1.0,"[{""token"":""v"",""logprob"":0.0}]",v 99
gpt-5.6-luna,banking-263,atm_support,atm_support,:,1,99,3.814697265625e-06,1.0000038147045416,"[{""token"":"":"",""logprob"":3.814697265625e-06}]",: 99
gpt-5.6-luna,banking-050,card_payment_fee_charged,card_acceptance,d,0,55,-0.001796722412109375,0.9982048907273378,"[{""token"":""d"",""logprob"":-0.001796722412109375}]",d 55
gpt-5.6-luna,banking-279,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,C,1,92,0.0,1.0,"[{""token"":""C"",""logprob"":0.0}]",C 92
gpt-5.6-luna,banking-362,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,3,1,78,-1.1444091796875e-05,0.9999885559736865,"[{""token"":""3"",""logprob"":-1.1444091796875e-05}]",3 78
gpt-5.6-luna,banking-378,cash_withdrawal_charge,cash_withdrawal_charge,0,1,88,0.0,1.0,"[{""token"":""0"",""logprob"":0.0}]",0 88
gpt-5.6-luna,banking-550,passcode_forgotten,passcode_forgotten,N,1,85,-3.814697265625e-06,0.9999961853100103,"[{""token"":""N"",""logprob"":-3.814697265625e-06}]",N 85
gpt-5.6-luna,banking-076,country_support,country_support,7,1,96,-7.62939453125e-06,0.9999923706345725,"[{""token"":""7"",""logprob"":-7.62939453125e-06}]",7 96
gpt-5.6-luna,banking-724,verify_source_of_funds,verify_source_of_funds,-,1,78,-3.0517578125e-05,0.9999694828875315,"[{""token"":""-"",""logprob"":-3.0517578125e-05}]",- 78
gpt-5.6-luna,banking-140,pending_card_payment,pending_card_payment,L,1,99,0.0,1.0,"[{""token"":""L"",""logprob"":0.0}]",L 99
gpt-5.6-luna,banking-470,exchange_via_app,exchange_via_app,L,1,85,-0.0005950927734375,0.9994050842591483,"[{""token"":""L"",""logprob"":-0.0005950927734375}]",L 85
gpt-5.6-luna,banking-180,top_up_failed,top_up_failed,n,1,92,-1.9073486328125e-05,0.9999809266955697,"[{""token"":""n"",""logprob"":-1.9073486328125e-05}]",n 92
gpt-5.6-luna,banking-531,lost_or_stolen_card,lost_or_stolen_card,A,1,99,-3.814697265625e-06,0.9999961853100103,"[{""token"":""A"",""logprob"":-3.814697265625e-06}]",A 99
gpt-5.6-luna,banking-658,top_up_limits,top_up_limits,<,1,99,0.0,1.0,"[{""token"":""<"",""logprob"":0.0}]",< 99
gpt-5.6-luna,banking-467,exchange_rate,exchange_rate,K,1,55,0.0,1.0,"[{""token"":""K"",""logprob"":0.0}]",K 55
gpt-5.6-luna,banking-607,reverted_card_payment?,reverted_card_payment?,>,1,78,-0.00057220458984375,0.999427959087982,"[{""token"":"">"",""logprob"":-0.00057220458984375}]",> 78
gpt-5.6-luna,banking-742,virtual_card_not_working,virtual_card_not_working,x,1,99,0.0,1.0,"[{""token"":""x"",""logprob"":0.0}]",x 99
gpt-5.6-luna,banking-163,supported_cards_and_currencies,supported_cards_and_currencies,z,1,96,0.0,1.0,"[{""token"":""z"",""logprob"":0.0}]",z 96
gpt-5.6-luna,banking-525,getting_virtual_card,getting_virtual_card,j,1,90,-3.814697265625e-06,0.9999961853100103,"[{""token"":""j"",""logprob"":-3.814697265625e-06}]",j 90
gpt-5.6-luna,banking-220,visa_or_mastercard,visa_or_mastercard,m,1,99,0.0,1.0,"[{""token"":""m"",""logprob"":0.0}]",m 99
gpt-5.6-luna,banking-085,declined_transfer,declined_card_payment,P,0,55,-0.0264129638671875,0.9739328074919145,"[{""token"":""P"",""logprob"":-0.0264129638671875},{""token"":""g"",""logprob"":-4.015983581542969}]",P 55
gpt-5.6-luna,banking-274,balance_not_updated_after_bank_transfer,transfer_timing,k,0,92,-0.022739410400390625,0.9775171813969714,"[{""token"":""k"",""logprob"":-0.022739410400390625},{""token"":""Y"",""logprob"":-3.7952117919921875}]",k 92
gpt-5.6-luna,banking-178,top_up_failed,top_up_failed,w,1,78,-3.814697265625e-06,0.9999961853100103,"[{""token"":""w"",""logprob"":-3.814697265625e-06}]",w 78
gpt-5.6-luna,banking-708,unable_to_verify_identity,verify_my_identity,n,0,85,-1.52587890625e-05,0.9999847413273523,"[{""token"":""n"",""logprob"":-1.52587890625e-05}]",n 85
gpt-5.6-luna,banking-237,Refund_not_showing_up,Refund_not_showing_up,w,1,96,0.0,1.0,"[{""token"":""w"",""logprob"":0.0}]",w 96
gpt-5.6-luna,banking-048,card_not_working,pin_blocked,P,0,85,-0.001468658447265625,0.9985324195037731,"[{""token"":""P"",""logprob"":-0.001468658447265625}]",P 85
gpt-5.6-luna,banking-304,card_about_to_expire,card_about_to_expire,X,1,99,0.0,1.0,"[{""token"":""X"",""logprob"":0.0}]",X 99
gpt-5.6-luna,banking-754,why_verify_identity,why_verify_identity,#,1,78,-0.10395050048828125,0.9012699087374858,"[{""token"":""#"",""logprob"":-0.10395050048828125},{""token"":""g"",""logprob"":-2.383831024169922}]",# 78
gpt-5.6-luna,banking-091,disposable_card_limits,disposable_card_limits,W,1,99,0.0,1.0,"[{""token"":""W"",""logprob"":0.0}]",W 99
gpt-5.6-luna,banking-278,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,o,1,72,-0.000316619873046875,0.9996834302457355,"[{""token"":""o"",""logprob"":-0.000316619873046875}]",o 72
gpt-5.6-luna,banking-655,top_up_limits,top_up_limits,:,1,99,0.0,1.0,"[{""token"":"":"",""logprob"":0.0}]",: 99
gpt-5.6-luna,banking-039,card_arrival,card_arrival,F,1,85,-5.340576171875e-05,0.9999465956643435,"[{""token"":""F"",""logprob"":-5.340576171875e-05}]",F 85
gpt-5.6-luna,banking-767,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,M,0,98,0.0,1.0,"[{""token"":""M"",""logprob"":0.0}]",M 98
gpt-5.6-luna,banking-190,transaction_charged_twice,transaction_charged_twice,C,1,98,0.0,1.0,"[{""token"":""C"",""logprob"":0.0}]",C 98
gpt-5.6-luna,banking-356,card_payment_not_recognised,card_payment_not_recognised,Y,1,70,-2.288818359375e-05,0.9999771120783387,"[{""token"":""Y"",""logprob"":-2.288818359375e-05}]",Y 70
gpt-5.6-luna,banking-011,apple_pay_or_google_pay,apple_pay_or_google_pay,%,1,99,0.0,1.0,"[{""token"":""%"",""logprob"":0.0}]",% 99
gpt-5.6-luna,banking-749,visa_or_mastercard,visa_or_mastercard,g,1,85,0.0,1.0,"[{""token"":""g"",""logprob"":0.0}]",g 85
gpt-5.6-luna,banking-113,fiat_currency_support,exchange_via_app,k,0,95,-0.00385284423828125,0.9961545684430563,"[{""token"":""k"",""logprob"":-0.00385284423828125}]",k 95
gpt-5.6-luna,banking-438,direct_debit_payment_not_recognised,card_payment_not_recognised,i,0,88,-3.814697265625e-06,0.9999961853100103,"[{""token"":""i"",""logprob"":-3.814697265625e-06}]",i 88
gpt-5.6-luna,banking-603,reverted_card_payment?,reverted_card_payment?,!,1,99,0.0,1.0,"[{""token"":""!"",""logprob"":0.0}]",! 99
gpt-5.6-luna,banking-570,pending_top_up,pending_top_up,F,1,58,-0.59967041015625,0.5489925486472472,"[{""token"":""F"",""logprob"":-0.59967041015625},{""token"":""t"",""logprob"":-0.8374671936035156}]",F 58
gpt-5.6-luna,banking-066,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,o,1,55,0.0,1.0,"[{""token"":""o"",""logprob"":0.0}]",o 55
gpt-5.6-luna,banking-721,verify_my_identity,verify_my_identity,z,1,92,-0.0003204345703125,0.9996796167633613,"[{""token"":""z"",""logprob"":-0.0003204345703125}]",z 92
gpt-5.6-luna,banking-353,card_payment_not_recognised,extra_charge_on_statement,C,0,55,-0.0637969970703125,0.9381954366226856,"[{""token"":""C"",""logprob"":-0.0637969970703125},{""token"":""e"",""logprob"":-2.790008544921875}]",C 55
gpt-5.6-luna,banking-036,card_acceptance,card_acceptance,L,1,98,0.0,1.0,"[{""token"":""L"",""logprob"":0.0}]",L 98
gpt-5.6-luna,banking-238,Refund_not_showing_up,Refund_not_showing_up,G,1,98,3.814697265625e-06,1.0000038147045416,"[{""token"":""G"",""logprob"":3.814697265625e-06}]",G 98
gpt-5.6-luna,banking-502,get_disposable_virtual_card,get_disposable_virtual_card,V,1,98,0.0,1.0,"[{""token"":""V"",""logprob"":0.0}]",V 98
gpt-5.6-luna,banking-226,wrong_amount_of_cash_received,wrong_amount_of_cash_received,F,1,98,3.814697265625e-06,1.0000038147045416,"[{""token"":""F"",""logprob"":3.814697265625e-06}]",F 98
gpt-5.6-luna,banking-442,disposable_card_limits,get_disposable_virtual_card,w,0,78,-0.21427154541015625,0.807129183037325,"[{""token"":""w"",""logprob"":-0.21427154541015625},{""token"":""c"",""logprob"":-1.6458396911621094}]",w 78
gpt-5.6-luna,banking-478,extra_charge_on_statement,extra_charge_on_statement,g,1,55,-7.62939453125e-06,0.9999923706345725,"[{""token"":""g"",""logprob"":-7.62939453125e-06}]",g 55
gpt-5.6-luna,banking-064,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,J,1,99,0.0,1.0,"[{""token"":""J"",""logprob"":0.0}]",J 99
gpt-5.6-luna,banking-608,reverted_card_payment?,declined_card_payment,1,0,85,-0.000225067138671875,0.9997749581870365,"[{""token"":""1"",""logprob"":-0.000225067138671875}]",1 85
gpt-5.6-luna,banking-657,top_up_limits,top_up_limits,H,1,99,0.0,1.0,"[{""token"":""H"",""logprob"":0.0}]",H 99
gpt-5.6-luna,banking-743,visa_or_mastercard,visa_or_mastercard,k,1,96,0.0,1.0,"[{""token"":""k"",""logprob"":0.0}]",k 96
gpt-5.6-luna,banking-654,top_up_limits,top_up_limits,7,1,99,0.0,1.0,"[{""token"":""7"",""logprob"":0.0}]",7 99
gpt-5.6-luna,banking-312,card_acceptance,card_acceptance,9,1,95,0.0,1.0,"[{""token"":""9"",""logprob"":0.0}]",9 95
gpt-5.6-luna,banking-205,unable_to_verify_identity,unable_to_verify_identity,W,1,85,-1.52587890625e-05,0.9999847413273523,"[{""token"":""W"",""logprob"":-1.52587890625e-05}]",W 85
gpt-5.6-luna,banking-518,getting_spare_card,getting_spare_card,g,1,92,0.0,1.0,"[{""token"":""g"",""logprob"":0.0}]",g 92
gpt-5.6-luna,banking-695,transfer_not_received_by_recipient,transfer_not_received_by_recipient,r,1,98,0.0,1.0,"[{""token"":""r"",""logprob"":0.0}]",r 98
gpt-5.6-luna,banking-533,lost_or_stolen_phone,lost_or_stolen_phone,>,1,98,-3.814697265625e-05,0.9999618537549303,"[{""token"":"">"",""logprob"":-3.814697265625e-05}]",> 98
gpt-5.6-luna,banking-326,card_delivery_estimate,card_delivery_estimate,h,1,96,-0.00031280517578125,0.9996872437426569,"[{""token"":""h"",""logprob"":-0.00031280517578125}]",h 96
gpt-5.6-luna,banking-138,passcode_forgotten,passcode_forgotten,C,1,92,0.0,1.0,"[{""token"":""C"",""logprob"":0.0}]",C 92
gpt-5.6-luna,banking-401,contactless_not_working,contactless_not_working,V,1,99,0.0,1.0,"[{""token"":""V"",""logprob"":0.0}]",V 99
gpt-5.6-luna,banking-262,atm_support,atm_support,6,1,96,0.0,1.0,"[{""token"":""6"",""logprob"":0.0}]",6 96
gpt-5.6-luna,banking-193,transfer_fee_charged,transfer_fee_charged,=,1,99,0.0,1.0,"[{""token"":""="",""logprob"":0.0}]",= 99
gpt-5.6-luna,banking-075,contactless_not_working,contactless_not_working,/,1,99,0.0,1.0,"[{""token"":""/"",""logprob"":0.0}]",/ 99
gpt-5.6-luna,banking-093,disposable_card_limits,disposable_card_limits,f,1,99,0.0,1.0,"[{""token"":""f"",""logprob"":0.0}]",f 99
gpt-5.6-luna,banking-593,receiving_money,transfer_into_account,X,0,72,-0.000457763671875,0.9995423410859292,"[{""token"":""X"",""logprob"":-0.000457763671875}]",X 72
gpt-5.6-luna,banking-379,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,c,1,78,-7.62939453125e-06,0.9999923706345725,"[{""token"":""c"",""logprob"":-7.62939453125e-06}]",c 78
gpt-5.6-luna,banking-719,verify_my_identity,verify_my_identity,3,1,85,0.0,1.0,"[{""token"":""3"",""logprob"":0.0}]",3 85
gpt-5.6-luna,banking-565,pending_cash_withdrawal,pending_cash_withdrawal,u,1,92,-0.0003662109375,0.9996338561095407,"[{""token"":""u"",""logprob"":-0.0003662109375}]",u 92
gpt-5.6-luna,banking-261,atm_support,atm_support,V,1,92,0.0,1.0,"[{""token"":""V"",""logprob"":0.0}]",V 92
gpt-5.6-luna,banking-646,top_up_failed,top_up_failed,l,1,99,0.0,1.0,"[{""token"":""l"",""logprob"":0.0}]",l 99
gpt-5.6-luna,banking-031,card_about_to_expire,card_about_to_expire,B,1,99,0.0,1.0,"[{""token"":""B"",""logprob"":0.0}]",B 99
gpt-5.6-luna,banking-197,transfer_into_account,transfer_into_account,6,1,72,3.814697265625e-06,1.0000038147045416,"[{""token"":""6"",""logprob"":3.814697265625e-06}]",6 72
gpt-5.6-luna,banking-299,cancel_transfer,cancel_transfer,%,1,85,0.0,1.0,"[{""token"":""%"",""logprob"":0.0}]",% 85
gpt-5.6-luna,banking-575,pending_transfer,pending_transfer,Y,1,55,0.0,1.0,"[{""token"":""Y"",""logprob"":0.0}]",Y 55
gpt-5.6-luna,banking-642,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,c,1,95,0.0,1.0,"[{""token"":""c"",""logprob"":0.0}]",c 95
gpt-5.6-luna,banking-141,pending_card_payment,pending_card_payment,Q,1,99,3.814697265625e-06,1.0000038147045416,"[{""token"":""Q"",""logprob"":3.814697265625e-06}]",Q 99
gpt-5.6-luna,banking-553,passcode_forgotten,passcode_forgotten,o,1,96,0.0,1.0,"[{""token"":""o"",""logprob"":0.0}]",o 96
gpt-5.6-luna,banking-452,edit_personal_details,edit_personal_details,S,1,99,0.0,1.0,"[{""token"":""S"",""logprob"":0.0}]",S 99
gpt-5.6-luna,banking-297,cancel_transfer,cancel_transfer,p,1,55,-0.0101470947265625,0.9899042133498485,"[{""token"":""p"",""logprob"":-0.0101470947265625}]",p 55
gpt-5.6-luna,banking-077,country_support,country_support,u,1,99,3.814697265625e-06,1.0000038147045416,"[{""token"":""u"",""logprob"":3.814697265625e-06}]",u 99
gpt-5.6-luna,banking-604,reverted_card_payment?,reverted_card_payment?,X,1,99,3.814697265625e-06,1.0000038147045416,"[{""token"":""X"",""logprob"":3.814697265625e-06}]",X 99
gpt-5.6-luna,banking-054,card_payment_not_recognised,card_payment_not_recognised,f,1,98,0.0,1.0,"[{""token"":""f"",""logprob"":0.0}]",f 98
gpt-5.6-luna,banking-729,verify_top_up,verify_top_up,#,1,92,0.0,1.0,"[{""token"":""#"",""logprob"":0.0}]",# 92
gpt-5.6-luna,banking-160,reverted_card_payment?,reverted_card_payment?,e,1,99,3.814697265625e-06,1.0000038147045416,"[{""token"":""e"",""logprob"":3.814697265625e-06}]",e 99
gpt-5.6-luna,banking-505,get_physical_card,change_pin,K,0,45,-4.9591064453125e-05,0.9999504101651634,"[{""token"":""K"",""logprob"":-4.9591064453125e-05}]",K 45
gpt-5.6-luna,banking-761,wrong_amount_of_cash_received,wrong_amount_of_cash_received,p,1,99,0.0,1.0,"[{""token"":""p"",""logprob"":0.0}]",p 99
gpt-5.6-luna,banking-003,Refund_not_showing_up,Refund_not_showing_up,>,1,96,-7.62939453125e-06,0.9999923706345725,"[{""token"":"">"",""logprob"":-7.62939453125e-06}]",> 96
gpt-5.6-luna,banking-210,verify_my_identity,why_verify_identity,F,0,55,-0.014251708984375,0.9858493658871746,"[{""token"":""F"",""logprob"":-0.014251708984375}]",F 55
gpt-5.6-luna,banking-446,disposable_card_limits,get_disposable_virtual_card,2,0,98,-0.002651214599609375,0.9973522967660038,"[{""token"":""2"",""logprob"":-0.002651214599609375}]",2 98
gpt-5.6-luna,banking-010,apple_pay_or_google_pay,supported_cards_and_currencies,a,0,85,-0.05051422119140625,0.9507404079148679,"[{""token"":""a"",""logprob"":-0.05051422119140625},{""token"":""d"",""logprob"":-3.6486053466796875},{""token"":""v"",""logprob"":-3.82098388671875}]",a 85
gpt-5.6-luna,banking-463,exchange_rate,exchange_rate,+,1,98,-3.814697265625e-06,0.9999961853100103,"[{""token"":""+"",""logprob"":-3.814697265625e-06}]",+ 98
gpt-5.6-luna,banking-464,exchange_rate,exchange_rate,E,1,92,0.0,1.0,"[{""token"":""E"",""logprob"":0.0}]",E 92
gpt-5.6-luna,banking-539,lost_or_stolen_phone,lost_or_stolen_phone,F,1,98,-3.814697265625e-06,0.9999961853100103,"[{""token"":""F"",""logprob"":-3.814697265625e-06}]",F 98
gpt-5.6-luna,banking-217,virtual_card_not_working,virtual_card_not_working,1,1,85,0.0,1.0,"[{""token"":""1"",""logprob"":0.0}]",1 85
gpt-5.6-luna,banking-395,compromised_card,compromised_card,s,1,92,-0.000579833984375,0.9994203340868637,"[{""token"":""s"",""logprob"":-0.000579833984375}]",s 92
gpt-5.6-luna,banking-504,get_disposable_virtual_card,get_disposable_virtual_card,n,1,98,0.0,1.0,"[{""token"":""n"",""logprob"":0.0}]",n 98
gpt-5.6-luna,banking-281,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,/,1,99,-3.814697265625e-06,0.9999961853100103,"[{""token"":""/"",""logprob"":-3.814697265625e-06}]",/ 99
gpt-5.6-luna,banking-211,verify_source_of_funds,verify_source_of_funds,Z,1,98,-1.52587890625e-05,0.9999847413273523,"[{""token"":""Z"",""logprob"":-1.52587890625e-05}]",Z 98
gpt-5.6-luna,banking-172,top_up_by_card_charge,top_up_by_card_charge,v,1,98,0.0,1.0,"[{""token"":""v"",""logprob"":0.0}]",v 98
gpt-5.6-luna,banking-551,passcode_forgotten,passcode_forgotten,W,1,99,0.0,1.0,"[{""token"":""W"",""logprob"":0.0}]",W 99
gpt-5.6-luna,banking-722,verify_source_of_funds,verify_source_of_funds,N,1,55,-9.1552734375e-05,0.9999084514564487,"[{""token"":""N"",""logprob"":-9.1552734375e-05}]",N 55
gpt-5.6-luna,banking-433,declined_transfer,declined_card_payment,%,0,98,0.0,1.0,"[{""token"":""%"",""logprob"":0.0}]",% 98
gpt-5.6-luna,banking-597,request_refund,request_refund,f,1,55,-3.814697265625e-06,0.9999961853100103,"[{""token"":""f"",""logprob"":-3.814697265625e-06}]",f 55
gpt-5.6-luna,banking-682,transfer_fee_charged,transfer_fee_charged,-,1,96,0.0,1.0,"[{""token"":""-"",""logprob"":0.0}]",- 96
gpt-5.6-luna,banking-364,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,o,1,98,0.0,1.0,"[{""token"":""o"",""logprob"":0.0}]",o 98
gpt-5.6-luna,banking-454,edit_personal_details,edit_personal_details,-,1,96,0.0,1.0,"[{""token"":""-"",""logprob"":0.0}]",- 96
gpt-5.6-luna,banking-529,lost_or_stolen_card,lost_or_stolen_card,U,1,98,3.814697265625e-06,1.0000038147045416,"[{""token"":""U"",""logprob"":3.814697265625e-06}]",U 98
gpt-5.6-luna,banking-459,exchange_charge,exchange_charge,k,1,98,0.0,1.0,"[{""token"":""k"",""logprob"":0.0}]",k 98
gpt-5.6-luna,banking-127,lost_or_stolen_card,lost_or_stolen_card,s,1,98,0.0,1.0,"[{""token"":""s"",""logprob"":0.0}]",s 98
gpt-5.6-luna,banking-308,card_about_to_expire,card_about_to_expire,c,1,96,0.0,1.0,"[{""token"":""c"",""logprob"":0.0}]",c 96
gpt-5.6-luna,banking-078,country_support,country_support,V,1,95,0.0,1.0,"[{""token"":""V"",""logprob"":0.0}]",V 95
gpt-5.6-luna,banking-044,card_linking,lost_or_stolen_card,m,0,55,-5.7220458984375e-05,0.9999427811780749,"[{""token"":""m"",""logprob"":-5.7220458984375e-05}]",m 55
gpt-5.6-luna,banking-501,get_disposable_virtual_card,get_disposable_virtual_card,<,1,95,-0.000423431396484375,0.9995766582379376,"[{""token"":""<"",""logprob"":-0.000423431396484375}]",< 95
gpt-5.6-luna,banking-620,terminate_account,terminate_account,W,1,99,0.0,1.0,"[{""token"":""W"",""logprob"":0.0}]",W 99
gpt-5.6-luna,banking-398,compromised_card,compromised_card,U,1,85,-3.0517578125e-05,0.9999694828875315,"[{""token"":""U"",""logprob"":-3.0517578125e-05}]",U 85
gpt-5.6-luna,banking-150,pending_transfer,transfer_timing,k,0,92,0.0,1.0,"[{""token"":""k"",""logprob"":0.0}]",k 92
gpt-5.6-luna,banking-300,cancel_transfer,reverted_card_payment?,j,0,58,-0.46741485595703125,0.6266200794098109,"[{""token"":""j"",""logprob"":-0.46741485595703125},{""token"":""N"",""logprob"":-1.1898155212402344},{""token"":"">"",""logprob"":-2.6760292053222656}]",j 58
gpt-5.6-luna,banking-755,why_verify_identity,why_verify_identity,2,1,85,0.0,1.0,"[{""token"":""2"",""logprob"":0.0}]",2 85
gpt-5.6-luna,banking-500,get_disposable_virtual_card,get_disposable_virtual_card,G,1,98,0.0,1.0,"[{""token"":""G"",""logprob"":0.0}]",G 98
gpt-5.6-luna,banking-564,pending_cash_withdrawal,pending_cash_withdrawal,1,1,70,0.0,1.0,"[{""token"":""1"",""logprob"":0.0}]",1 70
gpt-5.6-luna,banking-111,failed_transfer,failed_transfer,w,1,55,-3.0517578125e-05,0.9999694828875315,"[{""token"":""w"",""logprob"":-3.0517578125e-05}]",w 55
