model,condition,id,gold,prediction,confidence,correct,request_words,padding_words,raw
gpt-5.6-luna,short,banking-453,edit_personal_details,edit_personal_details,99,1,7,0,"{""label"":""edit_personal_details"",""confidence"":99}"
gpt-5.6-luna,short,banking-400,contactless_not_working,contactless_not_working,99,1,7,0,"{""label"":""contactless_not_working"",""confidence"":99}"
gpt-5.6-luna,short,banking-348,card_payment_fee_charged,card_payment_fee_charged,96,1,14,0,"{""label"":""card_payment_fee_charged"",""confidence"":96}"
gpt-5.6-luna,short,banking-461,exchange_charge,exchange_charge,97,1,19,0,"{""label"":""exchange_charge"",""confidence"":97}"
gpt-5.6-luna,short,banking-057,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,12,0,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
gpt-5.6-luna,short,banking-115,get_disposable_virtual_card,get_disposable_virtual_card,96,1,17,0,"{""label"":""get_disposable_virtual_card"",""confidence"":96}"
gpt-5.6-luna,short,banking-636,top_up_by_card_charge,top_up_by_card_charge,99,1,9,0,"{""label"":""top_up_by_card_charge"",""confidence"":99}"
gpt-5.6-luna,short,banking-494,fiat_currency_support,fiat_currency_support,98,1,10,0,"{""label"":""fiat_currency_support"",""confidence"":98}"
gpt-5.6-luna,short,banking-581,pending_transfer,pending_transfer,99,1,12,0,"{""label"":""pending_transfer"",""confidence"":99}"
gpt-5.6-luna,short,banking-632,top_up_by_card_charge,top_up_by_card_charge,98,1,7,0,"{""label"":""top_up_by_card_charge"",""confidence"":98}"
gpt-5.6-luna,short,banking-366,card_swallowed,card_swallowed,100,1,8,0,"{""label"":""card_swallowed"",""confidence"":100}"
gpt-5.6-luna,short,banking-760,wrong_amount_of_cash_received,balance_not_updated_after_bank_transfer,24,0,15,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":24}"
gpt-5.6-luna,short,banking-730,verify_top_up,verify_top_up,99,1,6,0,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,short,banking-690,transfer_into_account,transfer_into_account,99,1,15,0,"{""label"":""transfer_into_account"",""confidence"":99}"
gpt-5.6-luna,short,banking-186,top_up_reverted,top_up_reverted,98,1,7,0,"{""label"":""top_up_reverted"",""confidence"":98}"
gpt-5.6-luna,short,banking-081,declined_card_payment,declined_card_payment,98,1,13,0,"{""label"":""declined_card_payment"",""confidence"":98}"
gpt-5.6-luna,short,banking-358,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,14,0,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
gpt-5.6-luna,short,banking-160,reverted_card_payment?,reverted_card_payment?,99,1,11,0,"{""label"":""reverted_card_payment?"",""confidence"":99}"
gpt-5.6-luna,short,banking-346,card_payment_fee_charged,card_payment_fee_charged,99,1,11,0,"{""label"":""card_payment_fee_charged"",""confidence"":99}"
gpt-5.6-luna,short,banking-750,why_verify_identity,why_verify_identity,99,1,8,0,"{""label"":""why_verify_identity"",""confidence"":99}"
gpt-5.6-luna,short,banking-085,declined_transfer,declined_card_payment,72,0,7,0,"{""label"":""declined_card_payment"",""confidence"":72}"
gpt-5.6-luna,short,banking-198,transfer_into_account,transfer_into_account,98,1,19,0,"{""label"":""transfer_into_account"",""confidence"":98}"
gpt-5.6-luna,short,banking-097,exchange_charge,exchange_charge,99,1,9,0,"{""label"":""exchange_charge"",""confidence"":99}"
gpt-5.6-luna,short,banking-587,pin_blocked,pin_blocked,100,1,6,0,"{""label"":""pin_blocked"",""confidence"":100}"
gpt-5.6-luna,short,banking-641,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,10,0,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,short,banking-703,transfer_timing,transfer_into_account,96,0,9,0,"{""label"":""transfer_into_account"",""confidence"":96}"
gpt-5.6-luna,short,banking-156,receiving_money,receiving_money,98,1,8,0,"{""label"":""receiving_money"",""confidence"":98}"
gpt-5.6-luna,short,banking-397,compromised_card,compromised_card,98,1,11,0,"{""label"":""compromised_card"",""confidence"":98}"
gpt-5.6-luna,short,banking-696,transfer_not_received_by_recipient,pending_transfer,78,0,8,0,"{""label"":""pending_transfer"",""confidence"":78}"
gpt-5.6-luna,short,banking-391,change_pin,change_pin,100,1,6,0,"{""label"":""change_pin"",""confidence"":100}"
gpt-5.6-luna,short,banking-667,topping_up_by_card,receiving_money,98,0,8,0,"{""label"":""receiving_money"",""confidence"":98}"
gpt-5.6-luna,short,banking-380,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,98,1,8,0,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":98}"
gpt-5.6-luna,short,banking-768,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,11,0,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
gpt-5.6-luna,short,banking-552,passcode_forgotten,passcode_forgotten,99,1,10,0,"{""label"":""passcode_forgotten"",""confidence"":99}"
gpt-5.6-luna,short,banking-435,direct_debit_payment_not_recognised,compromised_card,55,0,16,0,"{""label"":""compromised_card"",""confidence"":55}"
gpt-5.6-luna,short,banking-357,card_payment_not_recognised,declined_card_payment,85,0,7,0,"{""label"":""declined_card_payment"",""confidence"":85}"
gpt-5.6-luna,short,banking-398,compromised_card,compromised_card,98,1,12,0,"{""label"":""compromised_card"",""confidence"":98}"
gpt-5.6-luna,short,banking-378,cash_withdrawal_charge,cash_withdrawal_charge,98,1,15,0,"{""label"":""cash_withdrawal_charge"",""confidence"":98}"
gpt-5.6-luna,short,banking-295,cancel_transfer,cancel_transfer,96,1,9,0,"{""label"":""cancel_transfer"",""confidence"":96}"
gpt-5.6-luna,short,banking-114,fiat_currency_support,fiat_currency_support,98,1,8,0,"{""label"":""fiat_currency_support"",""confidence"":98}"
gpt-5.6-luna,short,banking-482,extra_charge_on_statement,extra_charge_on_statement,99,1,16,0,"{""label"":""extra_charge_on_statement"",""confidence"":99}"
gpt-5.6-luna,short,banking-327,card_delivery_estimate,card_delivery_estimate,98,1,10,0,"{""label"":""card_delivery_estimate"",""confidence"":98}"
gpt-5.6-luna,short,banking-200,transfer_not_received_by_recipient,pending_transfer,55,0,11,0,"{""label"":""pending_transfer"",""confidence"":55}"
gpt-5.6-luna,short,banking-638,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,94,1,10,0,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":94}"
gpt-5.6-luna,short,banking-609,reverted_card_payment?,reverted_card_payment?,96,1,7,0,"{""label"":""reverted_card_payment?"",""confidence"":96}"
gpt-5.6-luna,short,banking-686,transfer_fee_charged,transfer_fee_charged,98,1,6,0,"{""label"":""transfer_fee_charged"",""confidence"":98}"
gpt-5.6-luna,short,banking-644,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,14,0,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,short,banking-440,direct_debit_payment_not_recognised,card_payment_not_recognised,98,0,21,0,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
gpt-5.6-luna,short,banking-451,edit_personal_details,edit_personal_details,99,1,10,0,"{""label"":""edit_personal_details"",""confidence"":99}"
gpt-5.6-luna,short,banking-187,topping_up_by_card,top_up_reverted,96,0,16,0,"{""label"":""top_up_reverted"",""confidence"":96}"
gpt-5.6-luna,short,banking-169,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,98,1,12,0,"{""label"":""top_up_by_bank_transfer_charge"",""confidence"":98}"
gpt-5.6-luna,short,banking-570,pending_top_up,pending_card_payment,97,0,17,0,"{""label"":""pending_card_payment"",""confidence"":97}"
gpt-5.6-luna,short,banking-175,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,10,0,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,short,banking-546,order_physical_card,get_physical_card,99,0,7,0,"{""label"":""get_physical_card"",""confidence"":99}"
gpt-5.6-luna,short,banking-665,top_up_reverted,top_up_reverted,100,1,10,0,"{""label"":""top_up_reverted"",""confidence"":100}"
gpt-5.6-luna,short,banking-551,passcode_forgotten,passcode_forgotten,99,1,4,0,"{""label"":""passcode_forgotten"",""confidence"":99}"
gpt-5.6-luna,short,banking-761,wrong_amount_of_cash_received,wrong_amount_of_cash_received,100,1,8,0,"{""label"":""wrong_amount_of_cash_received"",""confidence"":100}"
gpt-5.6-luna,short,banking-376,cash_withdrawal_charge,cash_withdrawal_charge,98,1,15,0,"{""label"":""cash_withdrawal_charge"",""confidence"":98}"
gpt-5.6-luna,short,banking-666,topping_up_by_card,balance_not_updated_after_bank_transfer,18,0,12,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":18}"
gpt-5.6-luna,short,banking-093,disposable_card_limits,disposable_card_limits,99,1,9,0,"{""label"":""disposable_card_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-324,card_delivery_estimate,card_arrival,99,0,10,0,"{""label"":""card_arrival"",""confidence"":99}"
gpt-5.6-luna,short,banking-113,fiat_currency_support,exchange_via_app,96,0,4,0,"{""label"":""exchange_via_app"",""confidence"":96}"
gpt-5.6-luna,short,banking-267,automatic_top_up,automatic_top_up,99,1,8,0,"{""label"":""automatic_top_up"",""confidence"":99}"
gpt-5.6-luna,short,banking-558,pending_card_payment,pending_card_payment,95,1,9,0,"{""label"":""pending_card_payment"",""confidence"":95}"
gpt-5.6-luna,short,banking-725,verify_source_of_funds,verify_source_of_funds,99,1,9,0,"{""label"":""verify_source_of_funds"",""confidence"":99}"
gpt-5.6-luna,short,banking-511,get_physical_card,change_pin,55,0,8,0,"{""label"":""change_pin"",""confidence"":55}"
gpt-5.6-luna,short,banking-538,lost_or_stolen_phone,lost_or_stolen_phone,99,1,4,0,"{""label"":""lost_or_stolen_phone"",""confidence"":99}"
gpt-5.6-luna,short,banking-262,atm_support,atm_support,99,1,12,0,"{""label"":""atm_support"",""confidence"":99}"
gpt-5.6-luna,short,banking-194,transfer_fee_charged,transfer_fee_charged,94,1,45,0,"{""label"":""transfer_fee_charged"",""confidence"":94}"
gpt-5.6-luna,short,banking-497,fiat_currency_support,fiat_currency_support,98,1,13,0,"{""label"":""fiat_currency_support"",""confidence"":98}"
gpt-5.6-luna,short,banking-736,virtual_card_not_working,disposable_card_limits,96,0,15,0,"{""label"":""disposable_card_limits"",""confidence"":96}"
gpt-5.6-luna,short,banking-709,unable_to_verify_identity,unable_to_verify_identity,99,1,11,0,"{""label"":""unable_to_verify_identity"",""confidence"":99}"
gpt-5.6-luna,short,banking-657,top_up_limits,top_up_limits,99,1,7,0,"{""label"":""top_up_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-276,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,99,1,12,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":99}"
gpt-5.6-luna,short,banking-373,cash_withdrawal_charge,cash_withdrawal_charge,99,1,8,0,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
gpt-5.6-luna,short,banking-418,declined_card_payment,declined_card_payment,99,1,5,0,"{""label"":""declined_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-443,disposable_card_limits,disposable_card_limits,99,1,8,0,"{""label"":""disposable_card_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-004,activate_my_card,activate_my_card,99,1,9,0,"{""label"":""activate_my_card"",""confidence"":99}"
gpt-5.6-luna,short,banking-749,visa_or_mastercard,visa_or_mastercard,99,1,7,0,"{""label"":""visa_or_mastercard"",""confidence"":99}"
gpt-5.6-luna,short,banking-340,card_not_working,card_not_working,99,1,5,0,"{""label"":""card_not_working"",""confidence"":99}"
gpt-5.6-luna,short,banking-744,visa_or_mastercard,visa_or_mastercard,99,1,6,0,"{""label"":""visa_or_mastercard"",""confidence"":99}"
gpt-5.6-luna,short,banking-229,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,12,0,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
gpt-5.6-luna,short,banking-101,exchange_rate,exchange_rate,99,1,7,0,"{""label"":""exchange_rate"",""confidence"":99}"
gpt-5.6-luna,short,banking-068,change_pin,change_pin,99,1,5,0,"{""label"":""change_pin"",""confidence"":99}"
gpt-5.6-luna,short,banking-102,exchange_rate,exchange_rate,96,1,7,0,"{""label"":""exchange_rate"",""confidence"":96}"
gpt-5.6-luna,short,banking-573,pending_top_up,top_up_failed,94,0,11,0,"{""label"":""top_up_failed"",""confidence"":94}"
gpt-5.6-luna,short,banking-595,receiving_money,receiving_money,98,1,7,0,"{""label"":""receiving_money"",""confidence"":98}"
gpt-5.6-luna,short,banking-352,card_payment_not_recognised,card_payment_not_recognised,98,1,7,0,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
gpt-5.6-luna,short,banking-510,get_physical_card,change_pin,92,0,15,0,"{""label"":""change_pin"",""confidence"":92}"
gpt-5.6-luna,short,banking-689,transfer_into_account,transfer_into_account,99,1,9,0,"{""label"":""transfer_into_account"",""confidence"":99}"
gpt-5.6-luna,short,banking-537,lost_or_stolen_phone,lost_or_stolen_phone,99,1,13,0,"{""label"":""lost_or_stolen_phone"",""confidence"":99}"
gpt-5.6-luna,short,banking-691,transfer_into_account,transfer_into_account,99,1,8,0,"{""label"":""transfer_into_account"",""confidence"":99}"
gpt-5.6-luna,short,banking-282,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,100,1,11,0,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":100}"
gpt-5.6-luna,short,banking-006,activate_my_card,activate_my_card,100,1,12,0,"{""label"":""activate_my_card"",""confidence"":100}"
gpt-5.6-luna,short,banking-656,top_up_limits,top_up_limits,99,1,13,0,"{""label"":""top_up_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-220,visa_or_mastercard,visa_or_mastercard,99,1,6,0,"{""label"":""visa_or_mastercard"",""confidence"":99}"
gpt-5.6-luna,short,banking-523,getting_virtual_card,getting_virtual_card,99,1,7,0,"{""label"":""getting_virtual_card"",""confidence"":99}"
gpt-5.6-luna,short,banking-162,reverted_card_payment?,reverted_card_payment?,98,1,32,0,"{""label"":""reverted_card_payment?"",""confidence"":98}"
gpt-5.6-luna,short,banking-710,unable_to_verify_identity,verify_my_identity,98,0,13,0,"{""label"":""verify_my_identity"",""confidence"":98}"
gpt-5.6-luna,short,banking-468,exchange_rate,exchange_rate,99,1,8,0,"{""label"":""exchange_rate"",""confidence"":99}"
gpt-5.6-luna,short,banking-463,exchange_rate,exchange_rate,99,1,10,0,"{""label"":""exchange_rate"",""confidence"":99}"
gpt-5.6-luna,short,banking-444,disposable_card_limits,disposable_card_limits,99,1,11,0,"{""label"":""disposable_card_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-360,card_payment_wrong_exchange_rate,exchange_rate,98,0,20,0,"{""label"":""exchange_rate"",""confidence"":98}"
gpt-5.6-luna,short,banking-403,contactless_not_working,card_not_working,18,0,6,0,"{""label"":""card_not_working"",""confidence"":18}"
gpt-5.6-luna,short,banking-032,card_about_to_expire,card_about_to_expire,100,1,11,0,"{""label"":""card_about_to_expire"",""confidence"":100}"
gpt-5.6-luna,short,banking-009,age_limit,age_limit,98,1,10,0,"{""label"":""age_limit"",""confidence"":98}"
gpt-5.6-luna,short,banking-526,lost_or_stolen_card,lost_or_stolen_card,99,1,6,0,"{""label"":""lost_or_stolen_card"",""confidence"":99}"
gpt-5.6-luna,short,banking-746,visa_or_mastercard,card_acceptance,97,0,11,0,"{""label"":""card_acceptance"",""confidence"":97}"
gpt-5.6-luna,short,banking-713,unable_to_verify_identity,unable_to_verify_identity,96,1,7,0,"{""label"":""unable_to_verify_identity"",""confidence"":96}"
gpt-5.6-luna,short,banking-362,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,96,1,19,0,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":96}"
gpt-5.6-luna,short,banking-525,getting_virtual_card,getting_virtual_card,98,1,9,0,"{""label"":""getting_virtual_card"",""confidence"":98}"
gpt-5.6-luna,short,banking-285,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,99,1,14,0,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":99}"
gpt-5.6-luna,short,banking-341,card_not_working,card_not_working,99,1,8,0,"{""label"":""card_not_working"",""confidence"":99}"
gpt-5.6-luna,short,banking-473,exchange_via_app,exchange_via_app,96,1,4,0,"{""label"":""exchange_via_app"",""confidence"":96}"
gpt-5.6-luna,short,banking-766,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,98,1,22,0,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":98}"
gpt-5.6-luna,short,banking-723,verify_source_of_funds,verify_source_of_funds,99,1,11,0,"{""label"":""verify_source_of_funds"",""confidence"":99}"
gpt-5.6-luna,short,banking-449,edit_personal_details,edit_personal_details,99,1,6,0,"{""label"":""edit_personal_details"",""confidence"":99}"
gpt-5.6-luna,short,banking-745,visa_or_mastercard,visa_or_mastercard,99,1,7,0,"{""label"":""visa_or_mastercard"",""confidence"":99}"
gpt-5.6-luna,short,banking-105,exchange_via_app,fiat_currency_support,74,0,11,0,"{""label"":""fiat_currency_support"",""confidence"":74}"
gpt-5.6-luna,short,banking-659,top_up_reverted,top_up_reverted,99,1,5,0,"{""label"":""top_up_reverted"",""confidence"":99}"
gpt-5.6-luna,short,banking-279,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,95,1,11,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":95}"
gpt-5.6-luna,short,banking-304,card_about_to_expire,card_about_to_expire,100,1,16,0,"{""label"":""card_about_to_expire"",""confidence"":100}"
gpt-5.6-luna,short,banking-738,virtual_card_not_working,disposable_card_limits,96,0,8,0,"{""label"":""disposable_card_limits"",""confidence"":96}"
gpt-5.6-luna,short,banking-748,visa_or_mastercard,visa_or_mastercard,99,1,13,0,"{""label"":""visa_or_mastercard"",""confidence"":99}"
gpt-5.6-luna,short,banking-028,cancel_transfer,cancel_transfer,98,1,6,0,"{""label"":""cancel_transfer"",""confidence"":98}"
gpt-5.6-luna,short,banking-437,direct_debit_payment_not_recognised,compromised_card,46,0,4,0,"{""label"":""compromised_card"",""confidence"":46}"
gpt-5.6-luna,short,banking-152,pin_blocked,passcode_forgotten,55,0,10,0,"{""label"":""passcode_forgotten"",""confidence"":55}"
gpt-5.6-luna,short,banking-428,declined_transfer,declined_card_payment,99,0,26,0,"{""label"":""declined_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-275,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,99,1,12,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":99}"
gpt-5.6-luna,short,banking-337,card_not_working,card_not_working,98,1,13,0,"{""label"":""card_not_working"",""confidence"":98}"
gpt-5.6-luna,short,banking-492,fiat_currency_support,fiat_currency_support,98,1,5,0,"{""label"":""fiat_currency_support"",""confidence"":98}"
gpt-5.6-luna,short,banking-592,receiving_money,receiving_money,96,1,9,0,"{""label"":""receiving_money"",""confidence"":96}"
gpt-5.6-luna,short,banking-707,transfer_timing,transfer_timing,98,1,6,0,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,short,banking-576,pending_transfer,transfer_timing,98,0,6,0,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,short,banking-602,request_refund,request_refund,99,1,7,0,"{""label"":""request_refund"",""confidence"":99}"
gpt-5.6-luna,short,banking-183,top_up_limits,top_up_limits,99,1,6,0,"{""label"":""top_up_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-222,visa_or_mastercard,visa_or_mastercard,99,1,6,0,"{""label"":""visa_or_mastercard"",""confidence"":99}"
gpt-5.6-luna,short,banking-303,card_about_to_expire,card_about_to_expire,99,1,9,0,"{""label"":""card_about_to_expire"",""confidence"":99}"
gpt-5.6-luna,short,banking-635,top_up_by_card_charge,top_up_by_card_charge,99,1,13,0,"{""label"":""top_up_by_card_charge"",""confidence"":99}"
gpt-5.6-luna,short,banking-292,beneficiary_not_allowed,failed_transfer,88,0,18,0,"{""label"":""failed_transfer"",""confidence"":88}"
gpt-5.6-luna,short,banking-470,exchange_via_app,exchange_via_app,90,1,6,0,"{""label"":""exchange_via_app"",""confidence"":90}"
gpt-5.6-luna,short,banking-568,pending_top_up,balance_not_updated_after_bank_transfer,62,0,15,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":62}"
gpt-5.6-luna,short,banking-147,pending_top_up,pending_top_up,99,1,12,0,"{""label"":""pending_top_up"",""confidence"":99}"
gpt-5.6-luna,short,banking-423,declined_cash_withdrawal,declined_cash_withdrawal,100,1,15,0,"{""label"":""declined_cash_withdrawal"",""confidence"":100}"
gpt-5.6-luna,short,banking-298,cancel_transfer,cancel_transfer,100,1,20,0,"{""label"":""cancel_transfer"",""confidence"":100}"
gpt-5.6-luna,short,banking-025,beneficiary_not_allowed,failed_transfer,96,0,14,0,"{""label"":""failed_transfer"",""confidence"":96}"
gpt-5.6-luna,short,banking-627,top_up_by_bank_transfer_charge,top_up_by_card_charge,98,0,10,0,"{""label"":""top_up_by_card_charge"",""confidence"":98}"
gpt-5.6-luna,short,banking-244,activate_my_card,activate_my_card,100,1,6,0,"{""label"":""activate_my_card"",""confidence"":100}"
gpt-5.6-luna,short,banking-361,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,14,0,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
gpt-5.6-luna,short,banking-161,reverted_card_payment?,reverted_card_payment?,99,1,5,0,"{""label"":""reverted_card_payment?"",""confidence"":99}"
gpt-5.6-luna,short,banking-098,exchange_charge,exchange_charge,96,1,15,0,"{""label"":""exchange_charge"",""confidence"":96}"
gpt-5.6-luna,short,banking-355,card_payment_not_recognised,card_payment_not_recognised,98,1,24,0,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
gpt-5.6-luna,short,banking-555,pending_card_payment,pending_card_payment,99,1,14,0,"{""label"":""pending_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-560,pending_card_payment,pending_card_payment,99,1,10,0,"{""label"":""pending_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-438,direct_debit_payment_not_recognised,card_payment_not_recognised,96,0,46,0,"{""label"":""card_payment_not_recognised"",""confidence"":96}"
gpt-5.6-luna,short,banking-128,lost_or_stolen_card,card_arrival,78,0,7,0,"{""label"":""card_arrival"",""confidence"":78}"
gpt-5.6-luna,short,banking-138,passcode_forgotten,passcode_forgotten,99,1,9,0,"{""label"":""passcode_forgotten"",""confidence"":99}"
gpt-5.6-luna,short,banking-133,order_physical_card,country_support,98,0,11,0,"{""label"":""country_support"",""confidence"":98}"
gpt-5.6-luna,short,banking-640,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,8,0,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,short,banking-533,lost_or_stolen_phone,lost_or_stolen_phone,99,1,11,0,"{""label"":""lost_or_stolen_phone"",""confidence"":99}"
gpt-5.6-luna,short,banking-663,top_up_reverted,top_up_reverted,99,1,14,0,"{""label"":""top_up_reverted"",""confidence"":99}"
gpt-5.6-luna,short,banking-477,extra_charge_on_statement,extra_charge_on_statement,99,1,8,0,"{""label"":""extra_charge_on_statement"",""confidence"":99}"
gpt-5.6-luna,short,banking-692,transfer_into_account,transfer_into_account,99,1,9,0,"{""label"":""transfer_into_account"",""confidence"":99}"
gpt-5.6-luna,short,banking-309,card_acceptance,card_acceptance,97,1,14,0,"{""label"":""card_acceptance"",""confidence"":97}"
gpt-5.6-luna,short,banking-752,why_verify_identity,why_verify_identity,99,1,8,0,"{""label"":""why_verify_identity"",""confidence"":99}"
gpt-5.6-luna,short,banking-123,getting_spare_card,getting_spare_card,98,1,7,0,"{""label"":""getting_spare_card"",""confidence"":98}"
gpt-5.6-luna,short,banking-459,exchange_charge,exchange_charge,99,1,8,0,"{""label"":""exchange_charge"",""confidence"":99}"
gpt-5.6-luna,short,banking-612,supported_cards_and_currencies,supported_cards_and_currencies,96,1,12,0,"{""label"":""supported_cards_and_currencies"",""confidence"":96}"
gpt-5.6-luna,short,banking-564,pending_cash_withdrawal,pending_cash_withdrawal,99,1,27,0,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
gpt-5.6-luna,short,banking-318,card_arrival,card_arrival,91,1,6,0,"{""label"":""card_arrival"",""confidence"":91}"
gpt-5.6-luna,short,banking-111,failed_transfer,failed_transfer,95,1,16,0,"{""label"":""failed_transfer"",""confidence"":95}"
gpt-5.6-luna,short,banking-047,card_not_working,card_not_working,99,1,12,0,"{""label"":""card_not_working"",""confidence"":99}"
gpt-5.6-luna,short,banking-250,age_limit,age_limit,100,1,7,0,"{""label"":""age_limit"",""confidence"":100}"
gpt-5.6-luna,short,banking-216,verify_top_up,verify_top_up,99,1,9,0,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,short,banking-382,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,98,1,29,0,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":98}"
gpt-5.6-luna,short,banking-300,cancel_transfer,cancel_transfer,78,1,12,0,"{""label"":""cancel_transfer"",""confidence"":78}"
gpt-5.6-luna,short,banking-079,declined_card_payment,declined_card_payment,99,1,17,0,"{""label"":""declined_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-655,top_up_limits,top_up_limits,99,1,11,0,"{""label"":""top_up_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-330,card_linking,lost_or_stolen_card,96,0,9,0,"{""label"":""lost_or_stolen_card"",""confidence"":96}"
gpt-5.6-luna,short,banking-753,why_verify_identity,why_verify_identity,99,1,12,0,"{""label"":""why_verify_identity"",""confidence"":99}"
gpt-5.6-luna,short,banking-529,lost_or_stolen_card,lost_or_stolen_card,99,1,33,0,"{""label"":""lost_or_stolen_card"",""confidence"":99}"
gpt-5.6-luna,short,banking-277,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,98,1,11,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":98}"
gpt-5.6-luna,short,banking-767,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,99,0,31,0,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
gpt-5.6-luna,short,banking-059,card_swallowed,card_swallowed,99,1,12,0,"{""label"":""card_swallowed"",""confidence"":99}"
gpt-5.6-luna,short,banking-217,virtual_card_not_working,virtual_card_not_working,98,1,11,0,"{""label"":""virtual_card_not_working"",""confidence"":98}"
gpt-5.6-luna,short,banking-712,unable_to_verify_identity,unable_to_verify_identity,97,1,6,0,"{""label"":""unable_to_verify_identity"",""confidence"":97}"
gpt-5.6-luna,short,banking-278,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,91,1,12,0,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":91}"
gpt-5.6-luna,short,banking-286,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,99,1,10,0,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":99}"
gpt-5.6-luna,short,banking-293,beneficiary_not_allowed,beneficiary_not_allowed,99,1,11,0,"{""label"":""beneficiary_not_allowed"",""confidence"":99}"
gpt-5.6-luna,short,banking-272,automatic_top_up,automatic_top_up,100,1,7,0,"{""label"":""automatic_top_up"",""confidence"":100}"
