model_key,model_requested,model_returned,id,gold,prediction,correct,confidence,reported_confidence,input_tokens,output_tokens,reasoning_tokens,cost,latency_s,generation_id,provider
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-322,card_arrival,card_arrival,1,0.96,0.96,484,15,0,0.000113652,0.8233049339978606,gen-1789699106-3rSVEEotaoDiu2vkoBgt,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-325,card_delivery_estimate,card_arrival,0,0.95,0.95,483,15,0,0.000113454,0.9743429380032467,gen-1789699105-7CyODN7YfduNAWsGlXlF,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-344,card_payment_fee_charged,card_payment_fee_charged,1,0.98,0.98,516,18,0,0.000123552,0.8831075050002255,gen-1789699110-wUsE1aCYLJfcN1aTCxo4,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-351,card_payment_not_recognised,card_payment_not_recognised,1,0.99,0.99,480,18,0,0.000116424,1.4418894849986827,gen-1789699103-nVYI3uZAS2uTqPERCLNo,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-367,card_swallowed,card_swallowed,1,1.0,1.0,483,15,0,0.000113454,0.9715164490007737,gen-1789699108-KEMYjGGRO5L97GtezngY,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-385,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,1,0.99,0.99,495,20,0,0.00012177,0.8145712019977509,gen-1789699106-V3dWLgUANavnMYo2qF8d,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-387,change_pin,change_pin,1,0.99,0.99,483,14,0,0.000112266,0.8880493079996086,gen-1789699102-D2bx6YUcYAKWskJYJr1k,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-393,compromised_card,compromised_card,1,0.98,0.98,488,16,0,0.000115632,1.0242853119998472,gen-1789699104-x705VM99pndN93JfHraP,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-406,contactless_not_working,contactless_not_working,1,0.99,0.99,498,17,0,0.0001188,1.1342019600015192,gen-1789699103-qkvz0Uk8VvVcDlQKjTKh,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-411,country_support,atm_support,0,0.58,0.58,479,14,0,0.000111474,0.8068992709995655,gen-1789699103-jOA735DiEUAzeQvoVbzj,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-415,declined_card_payment,declined_card_payment,1,0.98,0.98,491,16,0,0.000116226,1.0051462379997247,gen-1789699102-rOFum5lIoo6sZWFS4IgA,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-426,declined_cash_withdrawal,declined_cash_withdrawal,1,0.99,0.99,499,18,0,0.000120186,0.9726877989996865,gen-1789699102-MG2jBQL9d55AESxRMWQ2,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-428,declined_transfer,declined_card_payment,0,0.99,0.99,502,16,0,0.000118404,1.0297209759992256,gen-1789699102-uSQaLoP0Ra8ujNuFAdEd,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-440,direct_debit_payment_not_recognised,card_payment_not_recognised,0,0.98,0.98,495,18,0,0.000119394,1.179398794000008,gen-1789699105-4uossK5aYobIewk6VXUB,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-446,disposable_card_limits,get_disposable_virtual_card,0,0.99,0.99,481,17,0,0.000115434,0.806730467997113,gen-1789699102-MNSezydukR5dTOJTxD99,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-454,edit_personal_details,edit_personal_details,1,0.98,0.98,478,16,0,0.000113652,1.101170188998367,gen-1789699104-B5jTmwKeUJv4A7a9W6H6,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-468,exchange_rate,exchange_rate,1,0.99,0.99,481,14,0,0.00011187,0.853838323000673,gen-1789699102-9oYak5Um5q3KPcbNqK5a,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-477,extra_charge_on_statement,extra_charge_on_statement,1,0.99,0.99,481,16,0,0.000114246,0.9709486300016579,gen-1789699101-aELz8FbZb5Mde7weDSIs,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-491,fiat_currency_support,fiat_currency_support,1,0.98,0.98,479,16,0,0.00011385,0.8362311870005215,gen-1789699105-1ZmhqzqerdlsjMVJMhIY,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-504,get_disposable_virtual_card,get_disposable_virtual_card,1,0.99,0.99,484,17,0,0.000116028,0.9587937780015636,gen-1789699101-IgQfhXNTKRhpVYgODngk,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-522,getting_virtual_card,getting_virtual_card,1,0.99,0.99,478,15,0,0.000112464,0.9318230890021368,gen-1789699107-vUiEWTSQcrdihzvRPiH1,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-527,lost_or_stolen_card,lost_or_stolen_card,1,0.99,0.99,486,17,0,0.000116424,1.36891941200156,gen-1789699110-X2RffeqhZA8WbalnZxXQ,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-536,lost_or_stolen_phone,lost_or_stolen_phone,1,0.99,0.99,486,17,0,0.000116424,0.9141366639996704,gen-1789699106-GBJ78j1rQSYl1oLIOK9X,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-541,order_physical_card,get_physical_card,0,0.99,0.99,482,16,0,0.000114444,0.865085724999517,gen-1789699110-p7OXO9kXrHKjHOYmY6Wx,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-555,pending_card_payment,pending_card_payment,1,0.99,0.99,487,15,0,0.000114246,0.9776993410014256,gen-1789699110-xAHSsf6jt2wyGlHWdmw2,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-566,pending_cash_withdrawal,pending_cash_withdrawal,1,0.99,0.99,477,17,0,0.000114642,0.7818236370003433,gen-1789699109-AHkj3ehnjCBpFmSalOrl,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-573,pending_top_up,pending_top_up,1,0.88,0.88,483,15,0,0.000113454,1.1158442939995439,gen-1789699109-vMr150JTRSIFLgZVau2i,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-575,pending_transfer,pending_transfer,1,0.96,0.96,480,14,0,0.000111672,0.9288820309993753,gen-1789699109-Vw4YuGjNC4aFs5JWUvLz,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-590,receiving_money,receiving_money,1,0.92,0.92,484,15,0,0.000113652,0.8115091880026739,gen-1789699108-p6x9BUxogPZ5DorU1y7W,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-608,reverted_card_payment?,declined_card_payment,0,0.97,0.97,481,16,0,0.000114246,1.005751438002335,gen-1789699108-12ZZ9jxxAmFhqye69WMb,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-616,supported_cards_and_currencies,supported_cards_and_currencies,1,0.99,0.99,483,17,0,0.00011583,1.0168009340013668,gen-1789699107-wcC3aQben1VrPnLqOYwE,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-622,terminate_account,terminate_account,1,1.0,1.0,485,14,0,0.000112662,1.370926904000953,gen-1789699108-3V4oIrCeMVgSRBZ3BzpM,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-671,topping_up_by_card,topping_up_by_card,1,0.99,0.99,483,17,0,0.00011583,1.0642859139989014,gen-1789699106-CaEDCrOi0udd00u2EI2U,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-690,transfer_into_account,transfer_into_account,1,0.99,0.99,488,15,0,0.000114444,0.9330090959992958,gen-1789699105-seSq0ZJRhQdFLv3vNJDW,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-707,transfer_timing,transfer_timing,1,0.99,0.99,479,15,0,0.000112662,1.504455632999452,gen-1789699101-tplG40MjziwFI9j1Ak8T,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-710,unable_to_verify_identity,verify_my_identity,0,0.98,0.98,486,15,0,0.000114048,1.0150530509999953,gen-1789699101-dmLMEx51g887bXXRlT7q,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-716,verify_my_identity,verify_my_identity,1,0.98,0.98,482,15,0,0.000113256,0.9702107589982916,gen-1789699101-QTduWHdEC6DPEaBMckZz,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-726,verify_source_of_funds,verify_source_of_funds,1,0.99,0.99,482,17,0,0.000115632,0.9782559900013439,gen-1789699104-itFW5F9wxYcnX4y3k06k,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-729,verify_top_up,verify_top_up,1,0.99,0.99,480,15,0,0.00011286,1.0133717290009372,gen-1789699104-9Hc5p7yDlpQXDkafEJOF,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-746,visa_or_mastercard,card_acceptance,0,0.98,0.98,484,15,0,0.000113652,1.0065756650001276,gen-1789699104-2pWIQWesqOOY7Z7pzlZi,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-752,why_verify_identity,why_verify_identity,1,0.99,0.99,481,15,0,0.000113058,0.9937069089974102,gen-1789699103-auMh8zLlXj10wJvITcAR,
luna,openai/gpt-5.6-luna,openai/gpt-5.6-luna,banking-761,wrong_amount_of_cash_received,wrong_amount_of_cash_received,1,0.99,0.99,481,17,0,0.000115434,1.3729728419966705,gen-1789699103-BD8LwnC1VJHLpi9OVnyo,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-006,activate_my_card,activate_my_card,1,1.0,1.0,485,15,0,0.0011088,1.5741553799998655,gen-1789699126-9zR5trzpUsVNB8AKG4GD,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-010,apple_pay_or_google_pay,apple_pay_or_google_pay,1,0.94,0.94,487,17,0,0.00113256,1.4131393120005669,gen-1789699127-zKNvPE3F4VaWRB2NWyu3,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-027,beneficiary_not_allowed,beneficiary_not_allowed,1,0.72,0.72,481,16,0,0.00111078,1.2349515380010416,gen-1789699122-KqIvwTJn6sqzzF4iKUve,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-032,card_about_to_expire,card_about_to_expire,1,1.0,1.0,485,17,0,0.0011286,1.0500537119987712,gen-1789699123-PPAVSSy0vIhO2sdcKiMu,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-044,card_linking,card_linking,1,0.84,0.84,488,15,0,0.00111474,1.1192823269993823,gen-1789699122-LVE74sWYOEGlW814yQsS,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-047,card_not_working,card_not_working,1,0.99,0.99,485,16,0,0.0011187,1.1122157059980964,gen-1789699121-uuHNy0gfh5lO5naLeFww,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-055,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,1,0.99,0.99,482,17,0,0.00112266,1.3605080810011714,gen-1789699118-5TbyFYjXFbIJdr1cEtgb,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-063,cash_withdrawal_charge,cash_withdrawal_charge,1,0.99,0.99,542,17,0,0.00124146,1.462935858999117,gen-1789699118-8st0mjUqRMExfz9YBqht,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-098,exchange_charge,exchange_charge,1,0.93,0.93,489,14,0,0.00110682,1.3830091560012079,gen-1789699113-vFUdONYszQD7bS612hNl,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-105,exchange_via_app,fiat_currency_support,0,0.68,0.68,485,16,0,0.0011187,1.4922268139998778,gen-1789699113-A90Ku4akOdbv6NhZPfoJ,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-111,failed_transfer,failed_transfer,1,0.78,0.78,490,14,0,0.0011088,1.6868858140005614,gen-1789699112-LOHbn9K8XcJ3i9mLIg36,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-120,get_physical_card,change_pin,0,0.72,0.72,479,14,0,0.00108702,3.646516173997952,gen-1789699127-XtNLNd4odclMrNaUvIa9,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-122,getting_spare_card,getting_spare_card,1,0.99,0.99,481,16,0,0.00111078,2.4095996899995953,gen-1789699127-HdlJTdVw9ZiyC6uOCI2C,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-136,passcode_forgotten,passcode_forgotten,1,0.99,0.99,486,17,0,0.00113058,1.1942857909998565,gen-1789699124-yE6emw9yDyp2276yguQZ,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-153,pin_blocked,pin_blocked,1,0.92,0.92,479,15,0,0.00109692,1.9414208970010804,gen-1789699123-JPcF5UHpQZAkhMp9cWjd,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-157,request_refund,request_refund,1,0.93,0.93,484,15,0,0.00110682,1.6587351579983078,gen-1789699122-qErKMmSZIApJgkMDe76z,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-171,top_up_by_bank_transfer_charge,transfer_fee_charged,0,0.87,0.87,483,17,0,0.00112464,1.7169125929976872,gen-1789699120-Sgpf5U8baAkkQ5pp9UJr,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-172,top_up_by_card_charge,top_up_by_card_charge,1,0.84,0.84,480,17,0,0.0011187,2.1639277359972766,gen-1789699120-nStglYsRmawQhxIzObPM,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-177,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,1,1.0,1.0,483,19,0,0.00114444,1.418693652998627,gen-1789699118-vUuL3N7njnDjWEd0C7DL,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-178,top_up_failed,top_up_failed,1,0.99,0.99,483,15,0,0.00110484,2.04666206100228,gen-1789699120-KtK6w4UPTRWnjJArZgRN,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-181,top_up_limits,top_up_limits,1,1.0,1.0,482,15,0,0.00110286,1.4226374589998159,gen-1789699119-vmmIzE08eIzfswRmFFr8,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-186,top_up_reverted,top_up_reverted,1,0.88,0.88,480,16,0,0.0011088,1.3164893940011098,gen-1789699120-DKIMnaVdQ1bbXkHbq8WS,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-190,transaction_charged_twice,transaction_charged_twice,1,0.99,0.99,487,18,0,0.00114246,2.1411438750001253,gen-1789699117-hImIIj9xZ7s9Nr8Umg54,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-193,transfer_fee_charged,transfer_fee_charged,1,0.99,0.99,480,17,0,0.0011187,2.5890838359991903,gen-1789699117-GpU0LWJjzewRIaogUl4k,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-200,transfer_not_received_by_recipient,pending_transfer,0,0.43,0.43,484,14,0,0.00109692,1.330370663999929,gen-1789699117-EcbpI6y8PH1hOYz5mrPV,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-218,virtual_card_not_working,virtual_card_not_working,1,0.99,0.99,480,17,0,0.0011187,1.264725193999766,gen-1789699114-xn1w2s2alD6wgRLMsDD8,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-229,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,1,0.94,0.94,486,20,0,0.00116028,1.4703109420006513,gen-1789699112-FuW3BYkcXqTAGTEIPcuH,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-233,Refund_not_showing_up,Refund_not_showing_up,1,0.99,0.99,484,17,0,0.00112662,1.3596184189991618,gen-1789699078-VCQ3f7yOrspj1NPQFz3M,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-252,age_limit,age_limit,1,1.0,1.0,487,14,0,0.00110286,1.222141284000827,gen-1789699125-vwP8lpHFOdSdQZw296kS,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-266,atm_support,atm_support,1,1.0,1.0,479,14,0,0.00108702,1.5368647079994844,gen-1789699124-nrGZPhd8JDP3X1VtrXIu,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-270,automatic_top_up,automatic_top_up,1,0.99,0.99,480,15,0,0.0010989,1.126534430000902,gen-1789699123-6hnrKaKN9QtS0ecp6D0J,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-276,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,1,0.99,0.99,484,18,0,0.00113652,1.1442041910013359,gen-1789699126-NubsFwh9kJzVLlgAhEy8,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-283,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,1,0.99,0.99,496,22,0,0.00119988,2.0586597969995637,gen-1789699125-ENRTGPu33EZrExKnZ5KN,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-297,cancel_transfer,cancel_transfer,1,0.88,0.88,481,14,0,0.00109098,1.6420910130000266,gen-1789699120-g7wqLjochjyWhkxDUeo5,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-314,card_acceptance,card_acceptance,1,0.99,0.99,480,15,0,0.0010989,2.651915400998405,gen-1789699124-e80EXnbBu86Jyje5b52i,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-322,card_arrival,card_delivery_estimate,0,0.99,0.99,484,16,0,0.00111672,2.051539349999075,gen-1789699116-4DdoAhO8S2lUifK9fNHl,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-325,card_delivery_estimate,card_arrival,0,0.93,0.93,483,15,0,0.00110484,1.3315202560006583,gen-1789699112-ngVkY35UbzLO8n07ruYF,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-344,card_payment_fee_charged,card_payment_fee_charged,1,0.94,0.94,516,18,0,0.00119988,1.3757948269994813,gen-1789699122-6WI7fYP8YQCOyTlOHx10,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-351,card_payment_not_recognised,card_payment_not_recognised,1,0.99,0.99,480,18,0,0.0011286,1.1174127889971714,gen-1789699119-EQDRyigYLsn46WodtpPC,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-367,card_swallowed,card_swallowed,1,1.0,1.0,483,15,0,0.00110484,1.9879155479975452,gen-1789699118-e3W51gkAYfhescuUGAqQ,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-385,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,1,0.99,0.99,495,20,0,0.0011781,3.5716332890006015,gen-1789699114-nGFfeymn4RaNtpSnODc2,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-387,change_pin,change_pin,1,1.0,1.0,483,14,0,0.00109494,1.351982030999352,gen-1789699118-WY52BvJuU2iify1Rqk0R,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-393,compromised_card,compromised_card,1,0.99,0.99,488,16,0,0.00112464,1.1324982500009355,gen-1789699112-Rwcnuu4b0bzPH1cIdZ1y,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-406,contactless_not_working,contactless_not_working,1,0.99,0.99,498,17,0,0.00115434,1.2711031780017947,gen-1789699116-ehzIMeZzp09O7tG6miOZ,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-411,country_support,country_support,1,0.55,0.55,479,14,0,0.00108702,1.2577617130009457,gen-1789699117-hNlfo0Uv3kQJmqHD0YT2,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-415,declined_card_payment,declined_card_payment,1,0.96,0.96,491,16,0,0.00113058,1.9778031069981807,gen-1789699112-1iWKJ4gWFM1Zwjg98w2R,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-426,declined_cash_withdrawal,declined_cash_withdrawal,1,0.99,0.99,499,18,0,0.00116622,1.2017107540013967,gen-1789699117-cuqXflj66IXnH1efGVfN,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-428,declined_transfer,declined_card_payment,0,0.99,0.99,502,16,0,0.00115236,2.8704189359996235,gen-1789699114-FWBaA2PhjVZDimBYTJaO,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-440,direct_debit_payment_not_recognised,card_payment_not_recognised,0,0.98,0.98,495,18,0,0.0011583,1.0795704310003202,gen-1789699115-SxcjmrjVsxJtzsVx2Fvn,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-446,disposable_card_limits,disposable_card_limits,1,0.96,0.96,481,16,0,0.00111078,2.12279659199703,gen-1789699113-Jv955HN3EqCPX1AGnfFU,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-454,edit_personal_details,edit_personal_details,1,0.98,0.98,478,16,0,0.00110484,1.3236247379973065,gen-1789699112-cMZkpzX0govw8hn4NDBp,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-468,exchange_rate,exchange_rate,1,0.99,0.99,481,14,0,0.00109098,1.4849609970005986,gen-1789699114-1xow6SR23IIQ83xFM4vS,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-477,extra_charge_on_statement,extra_charge_on_statement,1,0.99,0.99,481,16,0,0.00111078,1.1053223190028802,gen-1789699113-zK8GoJzHnruXtnsQT6Qj,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-491,fiat_currency_support,fiat_currency_support,1,0.82,0.82,479,16,0,0.00110682,1.3317596659981064,gen-1789699113-KoOOPoChsNDIiOkm42kG,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-504,get_disposable_virtual_card,get_disposable_virtual_card,1,0.98,0.98,484,17,0,0.00112662,1.1856504770003085,gen-1789699112-GQYzJLdTp6CFfguLp5mG,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-522,getting_virtual_card,getting_virtual_card,1,0.86,0.86,478,15,0,0.00109494,1.3181102400012605,gen-1789699126-bPZ17Ua8Tz4osp1qCfaq,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-527,lost_or_stolen_card,lost_or_stolen_card,1,0.98,0.98,486,17,0,0.00113058,1.8800751050002873,gen-1789699125-ygpy2DaCAF9EAvBCsun6,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-536,lost_or_stolen_phone,lost_or_stolen_phone,1,0.99,0.99,486,17,0,0.00113058,2.370017672001268,gen-1789699125-8b89dxcBWSTJQVWbgFM2,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-541,order_physical_card,get_physical_card,0,0.99,0.99,482,16,0,0.00111276,1.5989447940009995,gen-1789699124-ethqaRtWvTiW1qHcTMSP,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-555,pending_card_payment,pending_card_payment,1,0.99,0.99,487,15,0,0.00111276,2.365058373001375,gen-1789699124-PTRa8zVtmXHrJXx7VMkr,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-566,pending_cash_withdrawal,pending_cash_withdrawal,1,0.99,0.99,477,17,0,0.00111276,1.1286944070016034,gen-1789699123-RfzP9UG93aVx0iiBAng8,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-573,pending_top_up,top_up_failed,0,0.91,0.91,483,15,0,0.00110484,3.0322772990002704,gen-1789699123-zaEEdXpHLzLZtoi61iFV,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-575,pending_transfer,pending_transfer,1,0.82,0.82,480,14,0,0.001089,1.448459234998154,gen-1789699122-l35LR50b6u8oZvYmGBlB,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-590,receiving_money,receiving_money,1,0.91,0.91,484,15,0,0.00110682,1.2685309139997116,gen-1789699123-7JpbXZgwdRjB0TehcBVW,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-608,reverted_card_payment?,declined_card_payment,0,0.94,0.94,481,16,0,0.00111078,3.590980404998845,gen-1789699122-kidz4kq5FDC8Ft8UTTHp,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-616,supported_cards_and_currencies,supported_cards_and_currencies,1,1.0,1.0,483,17,0,0.00112464,1.2251451009979064,gen-1789699121-XCTn43ZhtHtqz79OfbE8,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-622,terminate_account,terminate_account,1,0.99,0.99,485,14,0,0.0010989,2.476291595998191,gen-1789699120-rbA5JdnbA1mSH5rXBNIB,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-671,topping_up_by_card,topping_up_by_card,1,1.0,1.0,483,17,0,0.00112464,4.477725469001598,gen-1789699118-8efc72XkTG9hPgBu8g9F,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-690,transfer_into_account,transfer_into_account,1,0.99,0.99,488,15,0,0.00111474,1.3543241049992503,gen-1789699117-iduFogt8iLZSbzlklTo5,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-707,transfer_timing,transfer_timing,1,0.88,0.88,479,15,0,0.00109692,2.091208091002045,gen-1789699116-q9joaCZTlsT6Z3njzoHm,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-710,unable_to_verify_identity,verify_my_identity,0,0.93,0.93,486,15,0,0.00111078,1.5494083689991385,gen-1789699116-syJlcpzlbupfCvqM5FEZ,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-716,verify_my_identity,verify_my_identity,1,0.97,0.97,482,15,0,0.00110286,1.3397307730010652,gen-1789699115-r36YzgNp6C7ONt5urlsi,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-726,verify_source_of_funds,verify_source_of_funds,1,0.99,0.99,482,17,0,0.00112266,2.6063211540022166,gen-1789699112-2DgMXQDvcC86eC7r3brU,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-729,verify_top_up,verify_top_up,1,0.99,0.99,480,15,0,0.0010989,1.8594882030010922,gen-1789699114-IjMpeCTaJwkrRWbwo3b7,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-746,visa_or_mastercard,card_acceptance,0,0.95,0.95,484,15,0,0.00110682,2.5104847399998107,gen-1789699114-lnuKEU7DnT8HJbYuzdrC,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-752,why_verify_identity,why_verify_identity,1,0.99,0.99,481,15,0,0.00110088,1.2847313950005628,gen-1789699114-1Wdb56iDjl70U5sprVVU,
sol,openai/gpt-5.6-sol,openai/gpt-5.6-sol,banking-761,wrong_amount_of_cash_received,wrong_amount_of_cash_received,1,1.0,1.0,481,17,0,0.00112068,1.108871218002605,gen-1789699113-sN7oTR8fEBvU2OFJ51dC,
astra,openai/gpt-6-astra,openai/gpt-6-astra,banking-006,activate_my_card,activate_my_card,1,1.0,1.0,485,15,0,0.005544,1.6294660480016319,gen-1789699144-JoEypSDeyDhUnJVseiME,
astra,openai/gpt-6-astra,openai/gpt-6-astra,banking-010,apple_pay_or_google_pay,apple_pay_or_google_pay,1,0.76,0.76,487,189,170,0.0141768,6.842364911000914,gen-1789699149-V8TRaprb99jBF4M4nnGB,
astra,openai/gpt-6-astra,openai/gpt-6-astra,banking-027,beneficiary_not_allowed,beneficiary_not_allowed,1,0.92,0.92,481,61,43,0.0077814,2.799365746002877,gen-1789699147-fWUN0SVbSlddlqLWQOQ3,
